sel,mean(delay) [ns]
0,2.112359550561798
1,2.112359550561798
2,2.1127247579529738
3,2.1127247579529738
4,2.1127247579529738
5,2.1127247579529738
6,2.112359550561798
7,2.112359550561798
8,2.1127247579529738
9,2.1127247579529738
10,2.1127247579529738
11,2.1127247579529738
12,2.112359550561798
13,2.1127247579529738
14,2.1127247579529738
15,2.1127247579529738
16,2.1127247579529738
17,2.1127247579529738
18,2.112359550561798
19,2.112359550561798
20,2.112359550561798
21,2.1127247579529738
22,2.1127247579529738
23,2.1127247579529738
24,2.112359550561798
25,2.112359550561798
26,2.1127247579529738
27,2.112359550561798
28,2.1127247579529738
29,2.112359550561798
30,2.112359550561798
31,2.1127247579529738
32,2.113090091647934
33,2.1127247579529738
34,2.113090091647934
35,2.113090091647934
36,2.1127247579529738
37,2.1127247579529738
38,2.1127247579529738
39,2.1127247579529738
40,2.1127247579529738
41,2.1127247579529738
42,2.1127247579529738
43,2.113090091647934
44,2.113090091647934
45,2.1127247579529738
46,2.1127247579529738
47,2.1127247579529738
48,2.1127247579529738
49,2.112359550561798
50,2.112359550561798
51,2.112359550561798
52,2.111994469408918
53,2.111994469408918
54,2.112359550561798
55,2.112359550561798
56,2.1127247579529738
57,2.112359550561798
58,2.1127247579529738
59,2.112359550561798
60,2.112359550561798
61,2.1127247579529738
62,2.1127247579529738
63,2.1127247579529738
64,2.1127247579529738
65,2.1127247579529738
66,2.1127247579529738
67,2.1127247579529738
68,2.113090091647934
69,2.113090091647934
70,2.113090091647934
71,2.1127247579529738
72,2.1127247579529738
73,2.1127247579529738
74,2.1127247579529738
75,2.1127247579529738
76,2.1127247579529738
77,2.1127247579529738
78,2.1127247579529738
79,2.112359550561798
80,2.111994469408918
81,2.111994469408918
82,2.112359550561798
83,2.112359550561798
84,2.112359550561798
85,2.112359550561798
86,2.1127247579529738
87,2.112359550561798
88,2.1127247579529738
89,2.113090091647934
90,2.113090091647934
91,2.113090091647934
92,2.113090091647934
93,2.1127247579529738
94,2.1127247579529738
95,2.1127247579529738
96,2.1127247579529738
97,2.1127247579529738
98,2.113090091647934
99,2.113090091647934
100,2.1134555517122102
101,2.113090091647934
102,2.113090091647934
103,2.1127247579529738
104,2.113090091647934
105,2.113090091647934
106,2.113090091647934
107,2.113090091647934
108,2.1127247579529738
109,2.1127247579529738
110,2.113090091647934
111,2.113090091647934
112,2.113090091647934
113,2.1127247579529738
114,2.1127247579529738
115,2.113090091647934
116,2.1134555517122102
117,2.113090091647934
118,2.113090091647934
119,2.113090091647934
120,2.113090091647934
121,2.113090091647934
122,2.1127247579529738
123,2.113090091647934
124,2.1127247579529738
125,2.1127247579529738
126,2.1127247579529738
127,2.1127247579529738
128,2.113090091647934
129,2.112907424800454
130,2.113090091647934
131,2.1127247579529738
132,2.1127247579529738
133,2.1127247579529738
134,2.1127247579529738
135,2.1127247579529738
136,2.1127247579529738
137,2.113090091647934
138,2.113090091647934
139,2.1127247579529738
140,2.1127247579529738
141,2.113090091647934
142,2.113090091647934
143,2.113090091647934
144,2.1127247579529738
145,2.1127247579529738
146,2.113090091647934
147,2.1127247579529738
148,2.1127247579529738
149,2.112359550561798
150,2.112359550561798
