sel1,sel0,mean(delay0) [ns],mean(delay1) [ns],mean(CSC),var(CSC)
256,0,2.4706965162114582,3.512198584571273,2.2641509433962264,0.30758276966892123
128,0,2.476348481681049,3.5066427281987944,2.5,0.25
64,0,2.4706034548844618,3.5125703747819226,2.388888888888889,0.2376543209876543
32,0,2.4709790786300148,3.5123810305415173,2.4150943396226414,0.24279102883588471
16,0,2.470936642840388,3.5124955327429865,2.388888888888889,0.2376543209876543
8,0,2.4707671523103887,3.5125224796278145,2.358490566037736,0.26771092915628336
4,0,2.470682113300871,3.512308513422593,2.388888888888889,0.2376543209876543
2,0,2.470779464264327,3.51228988448973,2.4444444444444446,0.24691358024691365
1,0,2.4709272068231414,3.512809772068152,2.30188679245283,0.21075115699537203
0,524288,2.4708671777891396,3.5127573712153657,2.4074074074074074,0.24142661179698216
0,262144,2.4706682285378205,3.5125422705380807,2.3518518518518516,0.2280521262002744
0,131072,2.470818999571818,3.5126653874213156,2.358490566037736,0.2299750800996796
0,65536,2.470464691820667,3.512794744970701,2.3518518518518516,0.22805212620027435
0,32768,2.4702242577741003,3.5124207126483173,2.3518518518518516,0.2280521262002744
0,16384,2.4705314445686994,3.512819351511674,2.358490566037736,0.2299750800996796
0,8192,2.4701134083333462,3.5119533316217852,2.2777777777777777,0.20061728395061718
0,4096,2.4705436837883648,3.512168989291157,2.259259259259259,0.22908093278463643
0,2048,2.4778487454446823,3.5125034584526875,2.452830188679245,0.2477750088999644
0,1024,2.470807023445827,3.512579662792792,2.4074074074074074,0.24142661179698213
0,512,2.4712259633916545,3.5126859143186286,2.339622641509434,0.2242791028835885
0,256,2.4706265986084075,3.512654475236318,2.3703703703703702,0.23319615912208497
0,128,2.4711448377648244,3.5128415218579536,2.2962962962962963,0.20850480109739375
0,64,2.470823705736518,3.512322462877433,2.2641509433962264,0.3453186187255251
0,32,2.4707561421580637,3.512345942496925,2.2037037037037037,0.31035665294924547
0,16,2.4705479778020307,3.5123646520555094,2.2777777777777777,0.23765432098765424
0,8,2.4707480909192077,3.51210487416811,2.3207547169811322,0.33107867568529714
0,4,2.47061742031677,3.5123272414035096,2.2777777777777777,0.20061728395061718
0,2,2.4706312178659995,3.5123646201196985,2.314814814814815,0.21570644718792872
0,1,2.470687028080081,3.5125891930364816,2.3773584905660377,0.23495906016375936
638976,0,2.4704415659352175,3.5123085306895603,2.3518518518518516,0.22805212620027432
319488,0,2.470828231421742,3.5125718073905094,2.3207547169811322,0.21787112851548593
159744,0,2.470520189546531,3.5123552941320866,2.3333333333333335,0.22222222222222218
79872,0,2.470473955568848,3.5124955389412853,2.314814814814815,0.21570644718792867
39936,0,2.4706635270424147,3.512560610171729,2.339622641509434,0.22427910288358852
19968,0,2.4706867522340987,3.5124955174395374,2.2777777777777777,0.31172839506172845
9984,0,2.470811851949956,3.512002919959828,2.2962962962962963,0.356652949245542
4992,0,2.4764696887913353,3.506181024044304,2.4150943396226414,0.24279102883588471
2496,0,2.475776824138585,3.505943880098266,2.5,0.25
1248,0,2.4759396493007433,3.5058508332710594,2.388888888888889,0.23765432098765432
624,0,2.4705883027470725,3.512008112325511,2.339622641509434,0.22427910288358852
312,0,2.4710384712775997,3.512289881018288,2.2962962962962963,0.20850480109739372
156,0,2.476636716911624,3.5069411749018786,2.425925925925926,0.24451303155006857
78,0,2.470936651093552,3.512695441335378,2.2641509433962264,0.2698469206123176
39,0,2.4708209485704873,3.512776203364393,2.2962962962962963,0.20850480109739372
19,524288,2.4705504047456968,3.51218907746188,2.2641509433962264,0.19437522249911
9,786432,2.470543323872379,3.5112990996971942,2.3333333333333335,0.22222222222222218
4,917504,2.470399929393137,3.5114860802949845,2.2962962962962963,0.3196159122085049
2,458752,2.4707480917572453,3.5119149147415456,2.4150943396226414,0.24279102883588474
1,229376,2.4705849630429357,3.5120654556444104,2.2777777777777777,0.20061728395061718
0,638976,2.470802470811289,3.5119813229966588,2.4074074074074074,0.24142661179698216
0,319488,2.4708567294881743,3.5121348382788504,2.4150943396226414,0.24279102883588471
0,159744,2.4706599807931418,3.512243051579365,2.388888888888889,0.2746913580246913
0,79872,2.4775898301704653,3.512271104720549,2.388888888888889,0.2376543209876543
0,39936,2.4774693184550753,3.512362003146644,2.490566037735849,0.24991100035599859
0,19968,2.477818186955786,3.5124768106526316,2.462962962962963,0.24862825788751716
0,9984,2.470996730669629,3.512112323991683,2.425925925925926,0.24451303155006857
0,4992,2.47146033566677,3.512720308620488,2.2830188679245285,0.20291918832324674
0,2496,2.4781716957628506,3.5124975213853724,2.425925925925926,0.24451303155006857
0,1248,2.4709460731667194,3.512638270867021,2.3207547169811322,0.21787112851548593
0,624,2.4710476532248387,3.5124674984187774,2.2037037037037037,0.1992455418381344
0,312,2.470668302676216,3.51210283902154,2.388888888888889,0.23765432098765438
0,156,2.4709746123044174,3.51246532210935,2.3207547169811322,0.21787112851548593
0,78,2.4707052382082546,3.512196333010062,2.3703703703703702,0.23319615912208497
0,39,2.4706082861088645,3.512018700270087,2.2777777777777777,0.27469135802469125
638976,19,2.470573685841751,3.512285772932077,2.339622641509434,0.26201495194019225
860160,9,2.470845042902545,3.512570371337959,2.2777777777777777,0.2006172839506172
1003520,4,2.4707610029215834,3.5123739557264906,2.388888888888889,0.2376543209876543
501760,2,2.470569201489941,3.512170084525997,2.5283018867924527,0.24919900320398725
250880,1,2.470811651021801,3.5122898345555447,2.3518518518518516,0.22805212620027435
535040,0,2.4705972567809913,3.512447722778859,2.2830188679245285,0.20291918832324676
267520,0,2.470779257627448,3.511962648756028,2.4814814814814814,0.24965706447187924
133760,0,2.47560042473572,3.5056272484028295,2.2962962962962963,0.2085048010973937
66880,0,2.4706728888966154,3.5118081080997334,2.490566037735849,0.24991100035599859
33440,0,2.476247082614268,3.505552707848965,2.4444444444444446,0.24691358024691365
16720,0,2.470825674786388,3.511430007954561,2.3703703703703702,0.270233196159122
8360,0,2.476294564136899,3.5055640663877594,2.452830188679245,0.2477750088999644
4180,0,2.4707098781142998,3.511972025831193,2.4074074074074074,0.24142661179698216
2090,0,2.4708023892710744,3.512430089301866,2.314814814814815,0.21570644718792872
1045,0,2.4710358779280353,3.5121415952836137,2.4339622641509435,0.2456390174439302
522,524288,2.4708903123595602,3.511616808303545,2.314814814814815,0.21570644718792872
261,262144,2.4713349957713553,3.511738447370156,2.2962962962962963,0.20850480109739375
130,655360,2.4764318826128893,3.5060575972998906,2.2452830188679247,0.1851192595229619
65,327680,2.4706452179509317,3.5118317829786756,2.3333333333333335,0.2592592592592592
32,688128,2.470941606982814,3.512103418706437,2.3773584905660377,0.23495906016375936
16,344064,2.4708532828371603,3.511542044968082,2.5,0.25
8,172032,2.4709134455959205,3.511925259612882,2.3518518518518516,0.2280521262002744
4,86016,2.470724499752299,3.5117238469780507,2.4716981132075473,0.24919900320398725
2,43008,2.4777762196525455,3.5123648898862827,2.388888888888889,0.2376543209876543
1,21504,2.4711820199380696,3.51232726062995,2.4074074074074074,0.24142661179698216
0,535040,2.477687539525097,3.511960504797959,2.339622641509434,0.45069419722321113
