sel1,sel0,mean(delay0) [ns],mean(delay1) [ns],mean(CSC),var(CSC)
128,0,1.3377853193935083,1.8371795835525822,2.172043010752688,1.5617990519135163
64,0,1.3381901840490797,1.8373176965869795,2.055813953488372,1.6992103839913462
32,0,1.3383713925852911,1.8372180537902791,2.05607476635514,1.7351733775875622
16,0,1.3382981053553826,1.8373176965869795,2.1209302325581394,1.6411898323418064
8,0,1.338043597327199,1.8372565240279761,2.303738317757009,1.3610140623635256
4,0,1.3380782918149468,1.8373176965869795,2.0186046511627906,1.832212006489995
2,0,1.3381515549715286,1.8372565240279761,2.0604651162790697,1.7870416441319628
1,0,1.3380782918149468,1.8371795835525822,2.0841121495327104,1.6845139313477158
0,512,1.3382248261512348,1.8373947051744886,2.144186046511628,1.6582801514332068
0,256,1.3381515549715286,1.8372565240279761,2.0186915887850465,1.8127347366582232
0,128,1.3379317895658838,1.8373176965869795,1.8883720930232557,1.8573066522444563
0,64,1.3382075051001574,1.8373947051744886,2.046728971962617,1.782863132151279
0,32,1.338043597327199,1.8372565240279761,2.055813953488372,1.7550243374797183
0,16,1.3379703160085437,1.8372565240279761,2.0514018691588785,1.787077474015198
0,8,1.3378585504707685,1.8373947051744886,2.055813953488372,1.7829313142239043
0,4,1.3382634894549439,1.8375329071079352,2.130232558139535,1.564434829637642
0,2,1.3382634894549439,1.8373947051744886,1.9205607476635513,1.8768669752816833
0,1,1.3380050366801708,1.8374558303886925,2.1023255813953488,1.6546457544618713
808,0,1.338043597327199,1.8374558303886925,1.9813084112149533,1.8314263254432703
404,0,1.3378237774492088,1.8371795835525822,1.9767441860465116,1.901784748512709
202,0,1.3377853193935083,1.8373176965869795,1.8691588785046729,1.9548432177482753
101,0,1.3378585504707685,1.8373176965869795,2.1627906976744184,1.6432666306111414
50,512,1.338043597327199,1.8369034197670047,2.1488372093023256,1.5499405083829096
25,256,1.3380050366801708,1.8369802240769983,2.088785046728972,1.6229583369726615
12,640,1.3382248261512348,1.8372565240279761,2.088372093023256,1.6991671173607354
6,320,1.3380050366801708,1.8372180537902791,2.088785046728972,1.763145252860512
3,160,1.3378970427163197,1.8371795835525822,1.986046511627907,1.855619253650622
1,592,1.3384101243631183,1.8373947051744886,2.046728971962617,1.754825748973709
0,808,1.338043597327199,1.837118363663709,2.041860465116279,1.798247701460249
0,404,1.3382248261512348,1.8369802240769983,1.9534883720930232,1.8489994591671173
0,202,1.3382981053553826,1.837118363663709,2.0514018691588785,1.8151148571927676
0,101,1.3382981053553826,1.8373176965869795,2.167441860465116,1.646381828015143
808,50,1.3381515549715286,1.8369802240769983,2.060747663551402,1.683225609223513
404,25,1.3377853193935083,1.8370414912808177,2.0232558139534884,1.8366684694429412
994,12,1.3379703160085437,1.8373947051744886,2.289719626168224,1.4487728185867763
497,6,1.3380782918149468,1.8371795835525822,2.0325581395348835,1.761730665224445
248,515,1.3381342208225666,1.8369802240769983,1.855140186915888,1.9089221766093107
852,257,1.3384834538680692,1.837118363663709,1.986046511627907,1.7718983234180639
642,128,1.3386646217889029,1.8377321603128056,2.116279069767442,1.674851270957274
321,64,1.3383713925852911,1.8371795835525822,2.014018691588785,1.7614857192767925
160,544,1.3384446878422782,1.8373947051744886,2.046511627906977,1.839697133585722
80,272,1.3384101243631183,1.8373176965869795,1.9158878504672898,1.8714298191981835
40,136,1.3383713925852911,1.8376711298330073,2.1116279069767443,1.6898647917793406
20,68,1.3383713925852911,1.8376325573977066,1.8878504672897196,1.9220019215652022
10,34,1.3384446878422782,1.8373947051744886,2.1348837209302327,1.6794808004326665
5,17,1.3383713925852911,1.8373947051744886,2.097674418604651,1.6788318009734988
810,520,1.3381901840490797,1.8372565240279761,1.9439252336448598,1.903397676652983
405,260,1.3380050366801708,1.8372565240279761,1.972093023255814,1.8131746890210922
202,642,1.3384101243631183,1.8373947051744886,2.0514018691588785,1.7870774740151978
101,321,1.3384446878422782,1.8370414912808177,2.1348837209302327,1.623666846944294
794,672,1.3383174541239495,1.8374558303886925,2.1869158878504673,1.4977727312429034
397,336,1.3381901840490797,1.8369034197670047,1.986046511627907,1.8556192536506217
198,680,1.3378585504707685,1.8369034197670047,2.0981308411214954,1.7146694034413485
99,340,1.3378970427163197,1.8366273389945142,2.0372093023255813,1.7660573282855596
49,682,1.3379703160085437,1.8368421052631578,2.013953488372093,1.827712276906436
24,853,1.3382248261512348,1.8367346881119828,2.032710280373832,1.7419206917634726
804,426,1.3378970427163197,1.8367653690064634,1.986046511627907,1.7998053001622496
402,213,1.3380050366801708,1.8369802240769983,2.0934579439252334,1.6828543977639965
993,106,1.337638881287286,1.8369802240769983,1.9674418604651163,1.8082422931314224
496,565,1.3378237774492088,1.8371795835525822,1.97196261682243,1.8216438116866103
976,282,1.337638881287286,1.8371795835525822,1.9348837209302325,1.8841319632233635
488,141,1.3377853193935083,1.8370414912808177,1.9627906976744185,1.7474526771227692
988,70,1.3378585504707685,1.8369802240769983,1.8925233644859814,1.9277011092671847
494,35,1.3377853193935083,1.8369802240769983,2.013953488372093,1.743991346673878
991,17,1.3378970427163197,1.8372565240279761,2.163551401869159,1.7068957987597169
711,520,1.337712096332786,1.8373176965869795,2.0930232558139537,1.7308815575987024
355,772,1.3378970427163197,1.8368421052631578,2.1869158878504673,1.5818848807756138
177,898,1.3381168866736046,1.8367653690064634,1.7906976744186047,2.0073553272038938
88,961,1.3383368028925167,1.837118363663709,2.055813953488372,1.7550243374797183
772,480,1.3381168866736046,1.8370414912808177,2.135514018691589,1.6311686610184295
386,240,1.3382634894549439,1.8371795835525822,2.0697674418604652,1.6835045970795022
