maxCount,delay [10ns (clks)]
97,730535799.0
98,730535799.0
99,649071660.8678414
100,485603887.0
101,485603887.0
102,485603887.0
103,485603887.0
104,485603887.0
105,907359018.2035242
106,1280773445.0
107,1280773445.0
108,678458372.9674081
109,14322762.0
110,14322762.0
111,14322762.0
112,14322762.0
113,14322762.0
114,398779917.8739255
115,1356078236.0
116,741503830.0052946
117,47444104.42528227
118,122792618.0
119,102547649.07336418
120,7982817.167842965
121,4197434.761656858
122,893573.5963947449
123,861859.1102603369
124,537277.6520681265
125,397334.484375
126,341130.1610942249
127,166226.23211267605
128,90330.40667808219
129,157581.05084745763
130,66466.80806675939
131,121334.56532356533
132,81993.34726090994
133,176110.66268656717
134,56619.22083981337
135,62106.339622641506
136,68020.0
137,55046.04633204633
138,59141.754491017964
139,55497.24137931035
140,60580.0
141,63715.0
142,59071.90140845071
143,70813.0
144,60533.0
145,23881.872180451126
146,28472.647527910685
147,70382.0
148,61064.0
150,59726.0
151,60514.0
152,61769.85163204748
154,59922.0
155,62093.36082474227
156,44143.26900584796
157,59462.0
158,62558.0
159,30207.81495564005
160,62149.0
161,61740.0
162,42676.24252136752
163,65389.0
164,69009.0
165,61269.0
166,47840.91463414634
167,80650.0
168,59911.0
169,53630.81413612566
170,32505.364620938628
171,71243.86666666667
172,60961.0
173,54871.00965517241
174,53770.14666666667
175,36569.812749003984
176,59341.0
177,60324.2223880597
178,61827.0
179,23751.043286219083
180,60597.0
182,68516.0
183,59798.0
184,48795.586956521736
185,65601.0
186,53824.60451977401
187,66534.68085106384
188,68988.0
189,61295.0
190,28922.576642335767
191,52864.048034934494
192,62262.26666666667
193,56592.50943396227
194,61067.0
195,60845.0115942029
196,16973.877323420074
197,38626.86111111111
198,67061.02357836338
199,60690.0
200,61812.0
201,17557.83918669131
202,60793.0
203,20901.463587921848
204,59430.766584766585
205,63302.0
206,25055.677685950413
207,60772.0
208,66888.0
209,65815.0
210,67457.0
211,41809.11423550088
212,64753.0
213,44510.57831325301
214,62939.0
215,45328.8938547486
216,60032.0
217,63646.0
218,60639.0
219,60600.0
220,16948.654963680387
221,65190.0
222,62523.0
223,31706.17515923567
224,42024.75165562914
225,63686.0
226,65353.45518453427
227,32845.175510204084
228,68375.0
229,65508.0
230,68068.0
231,54786.426303854874
232,54214.86820428336
233,61756.18467583497
234,60798.0
235,38974.194805194806
236,63169.0
237,60573.16267942584
238,21948.94230769231
239,60729.0
240,62675.889145496534
241,46153.249249249246
242,31290.781990521325
243,60151.0
244,63888.0
245,61415.0
246,74877.0
247,63837.0
248,62756.0
249,61280.19004524887
250,59856.0
251,62064.0
252,60847.0
253,68554.0
254,57681.0
255,64332.305109489054
256,60562.0
257,53694.818181818184
258,28071.24221453287
259,42870.7944015444
260,50445.28301886792
261,65111.0
262,74405.16019417475
263,61040.0
264,65377.0
265,62754.0
266,69834.59322033898
267,67868.0
268,58212.97959183674
269,61305.0
270,60374.0
271,112270.79876160991
272,60898.0
273,17694.555984555984
275,70096.0
276,70382.0
277,62506.0
278,53242.33640552995
279,65435.0
280,60944.0
281,18240.550535077287
282,54833.39759036145
283,59572.0
284,63849.575916230366
285,66399.88043478261
286,57203.95945945946
287,21805.841584158417
288,19556.166666666668
289,35535.359375
290,60090.0
291,60422.0
292,62183.0
293,64297.0
294,62179.0
295,61827.96591928251
296,17345.09497206704
297,37395.85537190083
298,63034.0
299,62604.0
