sel,mean(delay) [ns]
0,4.059800664451827
1,4.061149883682286
2,4.051724137931034
3,4.055758380351809
4,4.0625
5,4.0625
6,4.059800664451827
7,4.065202927478376
8,4.053067993366501
9,4.053067993366501
10,4.0443855581318315
11,4.055758380351809
12,4.055758380351809
13,4.058452341414812
14,4.053067993366501
15,4.059800664451827
16,4.031672715275486
17,4.030343007915567
18,4.0290141773821295
19,4.033003300330033
20,4.039669421487603
21,4.037000330360093
22,4.039669421487603
23,4.038334434897555
24,4.0290141773821295
25,4.031672715275486
26,4.037000330360093
27,4.039669421487603
28,4.041005291005291
29,4.041005291005291
30,4.034334763948498
31,4.037000330360093
32,4.059800664451827
33,4.0625
34,4.051724137931034
35,4.057104913678619
36,4.063851014299967
37,4.063851014299967
38,4.061149883682286
39,4.066555740432612
40,4.053067993366501
41,4.0544127405441275
42,4.045018205892089
43,4.057104913678619
44,4.057104913678619
45,4.059800664451827
46,4.055758380351809
47,4.061149883682286
48,4.033003300330033
49,4.031672715275486
50,4.030343007915567
51,4.034334763948498
52,4.041005291005291
53,4.038334434897555
54,4.041005291005291
55,4.039669421487603
56,4.0290141773821295
57,4.031672715275486
58,4.037000330360093
59,4.039669421487603
60,4.042342044326828
61,4.042342044326828
62,4.035667107001321
63,4.038334434897555
64,4.063851014299967
65,4.066555740432612
66,4.057104913678619
67,4.061149883682286
68,4.067909454061251
69,4.067909454061251
70,4.065202927478376
71,4.070619586942039
72,4.058452341414812
73,4.058452341414812
74,4.049039098740888
75,4.059800664451827
76,4.059800664451827
77,4.063851014299967
78,4.059800664451827
79,4.065202927478376
80,4.037000330360093
81,4.035667107001321
82,4.034334763948498
83,4.038334434897555
84,4.045018205892089
85,4.042342044326828
86,4.045018205892089
87,4.043679682329583
88,4.033003300330033
89,4.035667107001321
90,4.041005291005291
91,4.043679682329583
92,4.045018205892089
93,4.045018205892089
94,4.038334434897555
95,4.041005291005291
96,4.067909454061251
97,4.070619586942039
98,4.061149883682286
99,4.065202927478376
100,4.071976007997335
101,4.071976007997335
102,4.067909454061251
103,4.073333333333333
104,4.061149883682286
105,4.061149883682286
106,4.053067993366501
107,4.063851014299967
108,4.063851014299967
109,4.067909454061251
110,4.0625
111,4.069264069264069
112,4.039669421487603
113,4.039669421487603
114,4.038334434897555
115,4.041005291005291
116,4.047697913216297
117,4.046357615894039
118,4.049039098740888
119,4.046357615894039
120,4.037000330360093
121,4.039669421487603
122,4.045018205892089
123,4.047697913216297
124,4.049039098740888
125,4.049039098740888
126,4.042342044326828
127,4.046357615894039
128,4.073333333333333
129,4.076050700466978
130,4.065202927478376
131,4.070619586942039
132,4.077410744077411
133,4.077410744077411
134,4.074691563854619
135,4.078771695594126
136,4.067909454061251
137,4.067909454061251
138,4.058452341414812
139,4.069264069264069
140,4.070619586942039
141,4.073333333333333
142,4.067909454061251
143,4.073333333333333
144,4.045018205892089
145,4.045018205892089
146,4.043679682329583
147,4.046357615894039
148,4.053067993366501
149,4.050381173351011
150,4.0544127405441275
151,4.053067993366501
152,4.043679682329583
153,4.045018205892089
154,4.050381173351011
155,4.0544127405441275
156,4.0544127405441275
157,4.0544127405441275
158,4.049039098740888
159,4.050381173351011
160,4.080133555926545
161,4.0828600066822585
162,4.073333333333333
163,4.077410744077411
164,4.0828600066822585
165,4.084224598930481
166,4.081496325985304
167,4.085590103644266
168,4.073333333333333
169,4.074691563854619
170,4.065202927478376
171,4.076050700466978
172,4.076050700466978
173,4.080133555926545
174,4.076050700466978
175,4.081496325985304
176,4.053067993366501
177,4.051724137931034
178,4.050381173351011
179,4.0544127405441275
180,4.061149883682286
181,4.058452341414812
182,4.0625
183,4.059800664451827
184,4.050381173351011
185,4.053067993366501
186,4.058452341414812
187,4.061149883682286
