maxCount,delay [10ns (clks)]
60,6452660.82446386
61,236518.83911439116
62,207459.53714124928
63,265746.2315470172
64,129418.8167668907
65,139131.4370481177
66,122143.27685185186
67,108898.0598544082
68,112411.45269071555
69,111426.73096737264
70,124033.56927710843
71,119065.57494075829
72,126697.79444085326
73,134710.97615668466
74,108852.1287553648
75,105584.41695125737
76,113291.84272829763
77,97553.10483383686
78,99802.0251305483
79,109923.97749296656
80,118267.74231378763
81,94291.97684605757
82,78835.0835686053
83,71254.94892556836
84,50305.24811557789
85,82827.00319780722
86,86188.54965947787
87,78221.8005923001
88,65267.26755852843
89,109839.8551099612
90,112080.52283464567
91,95237.9813449024
92,70331.97295081968
93,66460.09011469143
94,57044.605495583906
95,82725.00980392157
96,37521.3453815261
97,98668.1633605601
98,41428.060169804354
99,46588.34414556962
100,62507.3954496208
101,41751.725612806404
102,69320.84682484299
103,93687.45527670528
104,100141.74005819592
105,104498.29891144454
106,86764.32238033635
107,85991.5617743376
108,83134.36756924992
109,57538.47672552167
110,82720.10457284651
111,52510.40473300971
112,64800.90449148167
113,66400.15689742294
114,58961.056807656685
115,54741.71841155235
116,37382.32865731463
117,66707.45391304347
118,120595.54761904762
119,72592.83333333333
120,39978.38061911171
121,61342.32349602724
122,30733.606247431155
123,22305.55917366947
124,85385.09752321981
125,84138.1415730337
126,87794.47993168232
127,42169.047916075986
128,29917.354878348488
129,46368.38640275387
130,60422.644135188864
131,30243.82610861983
132,36701.84452830189
133,58407.7182425979
134,67724.74823321555
135,30932.433454545455
136,19853.0
137,30349.46130871572
138,48159.9535
139,39498.204398447604
140,32755.004731861198
141,51493.547022453626
142,73909.28125
143,31808.736372898624
144,55059.01245459263
145,38058.83166332665
146,41072.203993055555
147,27624.242737003056
148,47385.06388595565
149,86224.10657193606
150,46727.71734828496
151,60331.408091229976
152,26291.124939467314
153,37843.65445953928
154,62971.72244462236
155,37739.552055993
156,68648.1684434968
157,63244.197612732096
158,32301.92157451923
159,26879.434729958826
160,72781.0
161,28721.256358316452
162,75314.08296943232
163,78550.07589524318
164,54391.01007705987
165,69632.22166246851
166,60041.0
167,45098.109589041094
168,67776.81412639405
169,31712.435821872954
170,70124.37780040734
171,40498.2530589544
172,65622.21049382717
173,49395.64052741152
174,38593.14516708588
175,71215.33296823659
176,36884.42518968134
177,34903.49795249795
178,75473.02196293755
179,68910.39629005059
180,46048.29900225298
181,38884.52507454595
182,42550.38055842813
183,38409.99718309859
184,34672.14079422383
185,55196.303783783784
186,73713.4666283084
187,26702.55602761551
188,63815.78564102564
189,46314.56127770535
190,62602.78323699422
191,34968.53206002728
192,42841.48945375879
193,30581.270987895354
194,47810.455234353074
195,34687.85759422252
196,35352.603885590936
197,53906.477700438256
198,49008.078263527976
199,28043.592241634586
200,65115.62214983713
201,30117.98590078329
202,31471.225519287833
203,30810.454721862872
204,21735.367021276597
205,31012.424952501584
206,33690.754454847476
207,44219.955326460484
208,36934.87703481092
209,65966.5456885457
210,72713.51013024602
211,75782.30079033007
212,43449.31604010025
213,49218.5281234445
214,55011.51827242525
215,47245.60974433189
216,58368.69838833461
217,60518.54549519338
218,82025.57803605314
219,46990.18073104693
220,50410.90569040987
221,55505.7586811645
222,48545.74206578188
223,51737.6297856049
224,39915.41974683544
225,36136.512215669754
226,49120.74763542562
227,42432.51173594132
228,36783.934169279
229,81325.18767123288
230,47856.712322491985
231,39737.152892561986
232,49821.72625100348
233,43121.11320754717
234,61353.060405851815
235,52205.08480565371
236,44819.83254493851
237,57560.664542558035
238,37371.82292432035
239,82509.09183673469
240,37312.63176733781
241,74864.99806264127
242,67238.56566634399
243,64209.379622446344
244,65862.10686600221
245,54898.63736263736
246,72892.26426229508
247,58179.734375
248,34021.54535211268
249,40104.014372581536
250,56514.67372353674
251,26666.577994760657
252,58537.03540489642
253,64316.4562598219
254,44248.0787684926
255,63305.9466873706
256,51034.805491990846
257,83999.77373304783
258,59704.97531734838
259,52048.79919678715
260,78978.26397306398
261,38076.78244111349
262,46121.943080357145
263,30611.31678750697
264,59048.46417846418
265,61709.97372395047
266,72815.36136752137
267,69918.38468468469
268,50678.77837837838
269,42098.7804583836
270,29667.24812433012
271,30025.118731802006
272,42794.09398976982
273,68461.54736842106
274,62260.19218336762
275,87635.22763306908
276,28720.5324120603
277,34135.80481283423
278,75126.09737827715
279,91250.50276243094
280,62949.95022624434
281,23054.51217765043
282,54871.37
283,48528.373076923075
284,57955.81798245614
285,49168.10344827586
286,64852.167630057804
287,63497.291164658636
288,56410.250299401196
289,31728.774146695716
290,65782.98270893372
291,59734.83457355467
292,47975.29846449136
293,60950.322889469106
294,37542.436026091316
295,34097.962012826836
296,57397.18220338983
297,47456.16030534351
298,66860.42227378191
299,20959.365701447827
