sel1,sel0,mean(delay0) [ns],mean(delay1) [ns],mean(CSC),var(CSC)
0,0,0.8323116741588339,0.9511758293100763,6.81311475409836,0.2699919376511691
0,1,1.5299862276198821,1.4955616773798592,42.43123543123543,42.52965371846489
0,2,1.293208406119316,1.3887152679129497,11.867132867132867,6.101227443884787
0,3,1.3489039810060186,2.024184197449064,1.0606060606060606,1.6793105884014963
1,0,0.8323396136417839,0.9513799680797229,6.892773892773893,0.13768671111328454
1,1,1.5299862276198821,1.4955616773798592,42.33100233100233,43.92307148950506
1,2,1.2936008045307787,1.3887783525666533,11.8997668997669,4.74752908319342
1,3,1.3488295053003532,2.024184197449064,1.069767441860465,0.5393185505678746
2,0,0.8324814284740679,0.9513799680797229,6.874125874125874,0.17063589091561118
2,1,1.5300820133976085,1.4957160342717257,41.99300699300699,62.70624480414689
2,2,1.2935507783543365,1.3886994088221918,11.801864801864802,6.382653865171347
2,3,1.3489039810060186,2.024016563146998,0.9836829836829837,0.030036785281540516
3,0,0.8324530616417352,0.9513239875389408,6.839160839160839,0.20956199977179002
3,1,1.5301265188525617,1.4953785884801372,41.4032634032634,62.525024315234106
3,2,1.2938062466913711,1.3891888819416813,11.965034965034965,5.059383506935955
3,3,1.3489039810060186,2.0243518595212455,1.0465116279069768,0.7280692266089775
