CSC,minH (sim),H (sim),mean R (sim),std R (sim),minH (norm),H (norm),mean R (norm),std R (norm)
46.0,0.2904799631211246,0.6852343643136852,46.00761,0.4269801961449734,0.03668507345543997,0.16922920690695376,46.00000000000002,0.22323985307287783
47.0,0.2966511923630883,0.6927301135389229,47.0093,0.43101451251669015,0.04410656364441071,0.19494186289751514,47.00000000000013,0.23055883414000958
48.0,0.31679762703363246,0.7161913437566196,48.00645,0.4440139609291582,0.05232780127069037,0.2218409007209515,47.99999999999995,0.23795609679098334
49.0,0.3245814855749539,0.7248583704686762,49.00557,0.44881953511405903,0.06134023362007068,0.24970103293323337,49.00000000000002,0.2454308212103771
50.0,0.3267330485680011,0.7272163004052483,50.00692,0.4501245534293813,0.07112841895675145,0.2782997956548338,49.99999999999988,0.25298221281346944
51.0,0.345436143828181,0.7470461260779214,51.00641,0.46144220862422203,0.08167114750463703,0.30742254773621835,51.00000000000001,0.26060950097799584
52.0,0.3539110927164138,0.7556501079357716,52.00762,0.46652109877260645,0.09294254031911688,0.3368662632572014,51.999999999999915,0.2683119378633751
53.0,0.3649793296726138,0.766543032165184,53.00592,0.4727842569290986,0.10491308006205197,0.3664422276337682,53.00000000000001,0.27608879730985114
54.0,0.37486045809511953,0.7759486203187901,54.0051,0.4783659582369966,0.11755031622192452,0.39597758485935547,54.000000000000114,0.283939373810679
55.0,0.3971820874002608,0.796136114679904,55.00822,0.4906652948803288,0.13082009245133117,0.4253166312270063,54.99999999999998,0.291862981551275
56.0,0.39980638016424375,0.7984163016483463,56.0081,0.4921528116347605,0.14468680281568308,0.45432072427970727,56.00000000000018,0.2998589535098141
57.0,0.41561469274158935,0.8117532670548073,57.00528,0.500871362327694,0.15911417985235177,0.48286824220541913,56.999999999999915,0.30792664061428593
58.0,0.428197005232821,0.8218943646918919,58.00799,0.5072141164242179,0.17406571636340448,0.5108539401903065,58.000000000000135,0.3160654109515952
59.0,0.4401656026969355,0.8311654147799554,59.00655,0.5135631387667927,0.18950502872142314,0.5381880709855343,59.000000000000206,0.32427464902455927
60.0,0.4515239175176444,0.8396363573982717,60.01057,0.5193248261926249,0.20539612725419043,0.5647953236576393,59.999999999999936,0.33255375505322393
61.0,0.4645242932225359,0.8489534534026433,61.00863,0.5260185577524809,0.22170360334865227,0.5906136556904984,61.00000000000017,0.340902144317106
62.0,0.4774420071295632,0.8578243641258285,62.00945,0.5319968961375621,0.23839274364628257,0.615593079111919,62.00000000000025,0.3493192465353169
63.0,0.49297161846969884,0.867996758228528,63.00818,0.5398639528622002,0.25542958215557976,0.639694448329423,62.99999999999991,0.357804505281864
64.0,0.5062911888528073,0.8763087264521457,64.01169,0.5466199263656604,0.27278090131206795,0.6628882858775345,64.00000000000007,0.3663573774335661
65.0,0.5152328413556042,0.8816817131341443,65.00782,0.5513790416764133,0.29041419297218596,0.6851536722471927,65.00000000000023,0.37497733264825683
66.0,0.528760504661759,0.8895037996330517,66.00819,0.558411070717621,0.30829759002663243,0.7064772173187793,65.99999999999987,0.38366385287123306
67.0,0.5424372255832371,0.8970479525338845,67.00837,0.5648716164758149,0.32639977876013876,0.7268521235919464,67.00000000000028,0.3924164318679864
68.0,0.5557570057775153,0.9040549204712703,68.0077,0.570859623725483,0.34468990128444993,0.7462773453442029,67.99999999999986,0.4012345747813852
69.0,0.5689654696483859,0.9106824633720444,69.00884,0.5770457992222108,0.3631374563636813,0.7647568430001519,69.00000000000004,0.4101177977118285
70.0,0.5835493519109584,0.9176411147035552,70.00944,0.5855859342573043,0.3817122057839491,0.7822989282852505,69.99999999999983,0.41906562731867997
71.0,0.6007960869506493,0.9254012372608241,71.00917,0.5941430055971373,0.40038409215411824,0.7989156930892845,71.00000000000014,0.4280776004417904
72.0,0.6178086522925742,0.9325767908722827,72.00506,0.6020252456500474,0.419123172721074,0.814622513265735,72.00000000000016,0.43715326374167823
73.0,0.6272261611364796,0.936351132105899,73.00932,0.6061461355151907,0.43789957250328915,0.8294376177217451,73.00000000000028,0.4462921733573224
74.0,0.6376928356668415,0.9403852523390679,74.01174,0.6129291740486823,0.4566834588391609,0.8433817129685073,73.99999999999969,0.4554938945803746
75.0,0.6520395991841778,0.9456470925035718,75.00984,0.6208084844781038,0.4754450383531221,0.8564776536610692,75.00000000000007,0.4647580015448908
76.0,0.6658436548380219,0.9504260712654182,76.01072,0.6292575638003884,0.494154576387343,0.8687501504156895,76.00000000000009,0.4740840769315088
77.0,0.6755580364182155,0.9536270523321548,77.00873,0.6336195917899003,0.5127824381453843,0.8802255072203036,76.99999999999974,0.4834717116853867
78.0,0.6970083843872478,0.9602364209855904,78.00787,0.6436832008837888,0.5312991501459318,0.8909313819292664,77.9999999999996,0.49292050474695853
79.0,0.7039714267914319,0.9622499459300057,79.01252,0.6493714265349223,0.5496754800847454,0.9008966345812017,78.99999999999993,0.5024300627948126
80.0,0.7138995377663093,0.9650121789271238,80.01129,0.6564164348186295,0.5678825328356735,0.9101508618809737,79.99999999999991,0.5119999999999992
81.0,0.7366770840080826,0.9708803556722876,81.0091,0.6673508747278302,0.585891860070156,0.9187245528038082,80.99999999999959,0.5216299377911471
82.0,0.7391071805463884,0.9714688309199786,82.01231,0.6725016460202904,0.6036755808194585,0.9266486817679478,82.00000000000003,0.5313195046297475
83.0,0.7553077482954413,0.9752122740403965,83.0095,0.6815641936017472,0.6212065102269546,0.9339545769653361,82.99999999999967,0.5410683357950238
84.0,0.7719879052899471,0.9787482106202483,84.00735,0.6898521417666252,0.6384582937227133,0.9406737450650091,83.99999999999964,0.5508760731779846
85.0,0.7788282026919335,0.9801075116633832,85.00774,0.6971801004044795,0.6554055438849725,0.9468377027523851,84.99999999999963,0.5607423650839982
86.0,0.7899603174896811,0.9822096217011358,86.00994,0.7057628471377619,0.6720239773244847,0.9524778155271092,85.99999999999957,0.5706668660435746
87.0,0.7995207567718416,0.9839082436725962,87.01276,0.713594550427622,0.6882905490291552,0.9576251444478112,86.99999999999987,0.5806492366308584
88.0,0.812992433022967,0.9861384541049311,88.01436,0.7221868112891567,0.7041835817349202,0.9623103016672218,88.0000000000001,0.5906891432894303
89.0,0.8142856591170906,0.9863426669123168,89.00883,0.729514928634089,0.719682888041747,0.9665633156628084,88.99999999999994,0.600786258165081
90.0,0.8334130859295502,0.9891657967650409,90.01086,0.740514726659774,0.7347698831699081,0.9704135070536068,89.99999999999955,0.6109402589451725
91.0,0.8395444395936811,0.9899939951807818,91.0136,0.743071355927545,0.7494276864514074,0.9738893758193761,90.9999999999997,0.6211508287042659
92.0,0.8531623347595098,0.9917037517096544,92.01459,0.756741126079454,0.7636412098739828,0.9770185006180847,92.00000000000004,0.6314176557556818
