CSC,minH (sim),H (sim),mean R (sim),std R (sim),minH (norm),H (norm),mean R (sim),std R (norm)
21.0,0.18874271790242242,0.5368737649376287,21.00197,0.35018012379345576,0.0014436149014907043,0.011409124113265553,21.000000000000046,0.1519531378338767
22.0,0.20664509948816762,0.5668244729079003,22.00333,0.3652929113738727,0.003104962981426433,0.02214952481921815,22.00000000000001,0.16293513764253195
23.0,0.2205301427048305,0.5888036192167106,23.00471,0.3764675495975716,0.005919688463587365,0.03837542277150004,22.999999999999968,0.17416965220921063
24.0,0.23806799950379348,0.6151202757319187,24.00272,0.3900161555628177,0.010245495549578543,0.0607185339697674,23.999999999999964,0.18565112836558384
25.0,0.2509892735439249,0.6335434631702472,25.00532,0.3995643847992461,0.016396436781416408,0.08929831466289564,24.999999999999968,0.19737436400504374
26.0,0.271356745770613,0.6610337678522942,26.00538,0.4140423355165508,0.024613832815926436,0.12375733604802674,26.00000000000005,0.20933447257729518
27.0,0.2880470278045546,0.6822380133718771,27.00475,0.42540267688391425,0.03505309031534278,0.16336775939092738,26.999999999999968,0.22152685241627765
28.0,0.2990454425793973,0.6955983733606144,28.00181,0.43267392329559223,0.04778409517923471,0.20716445606371386,27.999999999999996,0.23394716008692454
29.0,0.3235339865633168,0.7237045277296149,29.00369,0.44823697292838305,0.06280074633787557,0.2540721427944393,29.000000000000007,0.2465912870979605
30.0,0.33431617230893707,0.7353989363523226,30.0066,0.4548367179549162,0.08003518400126436,0.3030087514055818,29.999999999999975,0.2594553394531158
31.0,0.3582135417741999,0.7599300557320856,31.00577,0.46891012689000433,0.099373267737878,0.3529591594180885,30.999999999999936,0.27253561961079353
32.0,0.38063394525296435,0.781308754598911,32.00664,0.48159724916157903,0.12066909315938444,0.40302081528179473,32.0000000000001,0.28582861049927555
33.0,0.3953593038153405,0.7945410338511092,33.00586,0.48980165414175564,0.14375736527436606,0.4524263188479666,32.99999999999989,0.2993309612957588
34.0,0.4194299721498519,0.8148718800622743,34.00404,0.5025770372788634,0.16846317071604625,0.5005489834758485,34.000000000000036,0.31303947472663524
35.0,0.439598070948547,0.8307338792284354,35.00262,0.5131989240051074,0.19460912898895355,0.5468969811170044,34.999999999999915,0.326951095685867
36.0,0.46233616089868596,0.8474129780517652,36.00357,0.5249926238529451,0.22202014439126588,0.5911006757847976,35.99999999999999,0.3410629010007162
37.0,0.48768207863440066,0.8645910661161061,37.00385,0.5376757177890777,0.2505261055495482,0.6328966425659628,37.00000000000014,0.35537209020015403
38.0,0.5103748618538211,0.8787829050453217,38.00456,0.5486886242669882,0.2799629425710772,0.6721108562227698,37.999999999999886,0.3698759771631345
39.0,0.5337435520790845,0.8922942202341089,39.0086,0.5605408459693191,0.310172478069755,0.7086426816411884,38.9999999999999,0.38457198254175573
40.0,0.5574757757660254,0.9049352017800534,40.00707,0.572276170305911,0.34100150477617214,0.7424506140778315,40.000000000000014,0.3994576268691798
41.0,0.5800081463926743,0.915985408767548,41.00888,0.5837132391851327,0.3723004898418877,0.7735401901681371,41.00000000000004,0.4145305242748188
42.0,0.6013212842349746,0.9256297749755755,42.00333,0.5940361193563907,0.4039222469963772,0.8019541093599852,42.00000000000019,0.42978837673963494
43.0,0.6233984371191282,0.9348337640919862,43.0092,0.6054877042517048,0.4357208398341225,0.8277643569280152,43.00000000000016,0.4452289688332838
44.0,0.6470607257448706,0.9438555863294424,44.00414,0.6184196474886612,0.46755089345290446,0.8510659865192792,43.999999999999915,0.46085016288238967
45.0,0.6709338255493094,0.9521197995535633,45.00432,0.6303025762282747,0.4992674084483926,0.8719721791394184,45.00000000000004,0.47664989452555234
46.0,0.6944146380995938,0.9594700775866704,46.00956,0.6449407774361923,0.5307260994465733,0.890610219873666,45.99999999999982,0.4926261686161396
47.0,0.7151305669039678,0.9653458932032064,47.00653,0.657303095306876,0.5617842246379825,0.9071181816230337,46.99999999999976,0.5087770554387427
48.0,0.7290285993274445,0.9689814081920705,48.00531,0.6656889693392853,0.5923018340942279,0.921641628954185,48.00000000000006,0.5251006872089563
49.0,0.7562578113395217,0.9754222391567976,49.01045,0.6835647719858009,0.622143341162244,0.9343312612384007,48.99999999999988,0.5415952548298391
50.0,0.773787437992315,0.9791108610591092,50.00376,0.6958059085693366,0.6511793097110479,0.9453401397476346,50.00000000000007,0.5582590048813961
51.0,0.7922820310840026,0.9826311029138544,51.00801,0.7090457248302114,0.6792883470499875,0.954821353980718,51.00000000000015,0.5750902368218468
52.0,0.8092208114889222,0.9855330643676257,52.00931,0.7200995236076747,0.7063589951876604,0.9629258138695749,51.99999999999995,0.5920873003820566
53.0,0.8340044755836148,0.9892472806533906,53.00563,0.7366398734116963,0.7322915199555003,0.9698002461393227,53.000000000000284,0.6092485931362406
54.0,0.8476478165932372,0.9910327255870431,54.00425,0.7545673843335664,0.7569995074689112,0.9755854296280662,54.0000000000001,0.6265725582338486
55.0,0.8613689917228228,0.9926494272135336,55.00687,0.7671002562246997,0.7804111901063847,0.9804147020942141,55.000000000000234,0.644057682279302
56.0,0.8719442078582017,0.9937762377424697,56.00593,0.7809704444471633,0.8024704395164738,0.9844127630349875,55.999999999999815,0.6617024933471937
57.0,0.8942414766694845,0.9958228824608248,57.00863,0.7971797307383073,0.8231373818591345,0.9876947857839062,56.99999999999971,0.6795055591222501
58.0,0.9059531484692656,0.9967245000360044,58.00998,0.8132037872513876,0.8423886099796956,0.9903658395994964,57.99999999999982,0.6974654851539432
59.0,0.910420496471146,0.9970377900714051,59.00925,0.8275532837829841,0.860216987578186,0.9925206100903329,59.00000000000037,0.7155809132169774
60.0,0.9223468143498386,0.9977929286535758,60.00343,0.8428393886737852,0.8766310604736719,0.9942433952354781,60.000000000000156,0.7338505197694268
61.0,0.9217180878055319,0.9977560387904816,61.00998,0.8589181565201658,0.8916497240257175,0.9956074425777353,60.99999999999994,0.7522730145013058
62.0,0.938486448650358,0.9986308289373318,62.0118,0.87322434688916,0.9053228868375464,0.9966799076789903,62.00000000000009,0.770847138966682
63.0,0.949783909562631,0.999094825100703,63.00875,0.8937412586985116,0.9176734584033756,0.9975109975347844,63.00000000000044,0.7895716652933789
64.0,0.9515405906052731,0.9991580917563334,64.0117,0.9122626321405476,0.9287822974105298,0.9981520823530727,64.00000000000043,0.8084453949646689
65.0,0.9631098894597344,0.9995160587559017,65.00979,0.9299645992724671,0.9387081485297871,0.9986409040633057,64.99999999999984,0.8274671576678831
66.0,0.9646576192078027,0.9995562969319743,66.00602,0.9406400797329444,0.9475236327292168,0.9990099477211037,66.00000000000004,0.846635810205281
67.0,0.9753399019637228,0.999785592199509,67.0085,0.9606392402978342,0.9553058034937038,0.9992857767677976,67.00000000000047,0.8659502354628231
68.0,0.9857875551878954,0.9999292995746034,68.00791,0.9765384948377612,0.9621343636364521,0.9994898513347863,67.99999999999982,0.8854093414331095
69.0,0.9820780920027378,0.9998872865145767,69.01441,0.9979691137004191,0.9680900146081328,0.9996393008165125,68.99999999999955,0.9050120602888543
70.0,0.9850163430744571,0.9999213763086128,70.0093,1.0125875320188373,0.9732529753268253,0.9997473990996699,70.0000000000001,0.9247573475033986
71.0,0.983189929834188,0.9999009145903062,71.0099,1.0341189438357659,0.9777016958234617,0.9998253831840048,71.00000000000041,0.9446441810154251
72.0,0.9903948427537597,0.9999678115030133,72.01076,1.0551133694537285,0.9815117797611844,0.999880005855056,72.00000000000028,0.9646715604350563
73.0,0.9941832539661873,0.999988226422283,72.99892,1.0733773025362519,0.9847551197353872,0.9999186011651736,73.00000000000013,0.9848385062886402
74.0,0.9999422933524896,0.9999999988458439,74.00714,1.0863006123536894,0.9874992405927889,0.9999453785252939,73.99999999999997,1.005144059299859
75.0,0.9999711463877176,0.999999999711461,75.00901,1.1068553744279332,0.989806839036479,0.999966211519303,75.00000000000031,1.0255872797049974
76.0,0.9951606701914824,0.9999918562597099,76.00992,1.1284775556474307,0.991735502564408,0.9999762239233572,75.99999999999945,1.0461672466002054
77.0,0.9922591050661482,0.9999791209281066,77.00653,1.1427980395065438,0.9933375872509084,0.999984600322843,76.99999999999957,1.0668830573191053
78.0,0.9954482716199589,0.9999927969002118,78.00906,1.1656662971880074,0.994660231864809,0.9999901748595563,78.00000000000014,1.0877338268385273
79.0,0.998961633337717,0.9999996260534131,79.0128,1.1829776667376268,0.9957454851094232,0.999993862155876,78.99999999999997,1.1087186872111754
80.0,0.9928044985957962,0.9999819662368479,80.01376,1.2076550262388674,0.9966305231287802,0.9999963036929966,80.00000000000038,1.1298367870235382
81.0,0.9949306303216036,0.9999910621972257,81.01262,1.2278439378031722,0.997345410737343,0.9999975568456381,81.0000000000004,1.151087290877426
82.0,0.9927183701195528,0.9999815308278123,82.01115,1.2508339927824152,0.9979221856634463,0.9999985080947746,81.99999999999972,1.1724693788941485
83.0,0.9985868511898023,0.9999993072177304,83.00931,1.2693554757828873,0.9983893501789651,1.0000000033220442,83.0000000000003,1.1939822462398924
84.0,0.9903088580089185,0.9999672306652724,84.01411,1.2830708896627654,0.9987501514002917,0.9999994778737444,83.99999999999999,1.2156251026710094
85.0,0.9961963037648078,0.9999949724904815,85.01076,1.3038881172861423,0.9990396267674561,0.9999997131942234,84.9999999999996,1.2373971720985926
86.0,0.9987021584043532,0.9999994157084295,86.00921,1.3274054301154563,0.9992666903784732,0.9999998676423026,86.00000000000074,1.259297692170845
87.0,0.991742606577478,0.9999762331999247,87.01381,1.350732869186206,0.9994436243368879,0.9999999793035185,87.00000000000001,1.281325913872414
88.0,0.9991058062460777,0.9999997227139954,88.00585,1.3724925418740896,0.999580579881999,1.000000074873875,87.9999999999994,1.3034811011402412
89.0,0.999394195292912,0.9999998727542936,89.00979,1.3934540379574778,0.999685880875786,1.000000174735302,88.9999999999992,1.3257625304943663
90.0,0.9949881368503961,0.999991264175356,90.01654,1.4147036539148403,0.9997662992981728,0.9999999869316474,90.00000000000054,1.348169490683493
91.0,0.9978952013696925,0.9999984623750793,91.01211,1.4323070019726913,0.9998273018273107,1.0000004576637096,90.99999999999977,1.3707012823442022
92.0,0.9998268869816666,0.9999999896125957,92.01526,1.4575277466998697,0.9998732676755537,1.000000677377537,91.99999999999916,1.3933572176736688
93.0,0.9981545311958896,0.9999988181438997,93.01368,1.4749009653532676,0.9999076786983189,1.0000009781708796,93.00000000000045,1.4161366201144923
94.0,0.994441917353862,0.9999892521837948,94.00679,1.497272151581001,0.9999332834140671,1.0000013871978932,94.00000000000001,1.4390388240514473
95.0,0.9977223407127773,0.9999981992273006,95.01337,1.5229810383258222,0.9999522369954439,1.0000000634256496,95.00000000000072,1.4620631745199357
96.0,0.9964553283601474,0.9999956346889424,96.01899,1.5483634521326057,0.9999662195428229,1.0000000974959176,95.9999999999996,1.4852090269246647
97.0,0.9959085531922427,0.9999941818916182,97.01518,1.5677083809178287,0.999976535061221,1.0000001465496915,96.99999999999902,1.5084757467691408
98.0,0.9941545164522998,0.9999881095633457,98.01401,1.594425827657091,0.9999841935583381,1.0000002163987238,97.99999999999922,1.5318627093945296
99.0,0.9944994044052278,0.9999894737828422,99.01423,1.6149264711125397,0.9999899785919922,1.000000314540233,98.99999999999969,1.5553692997280624
100.0,0.9980680827408864,0.9999987047480047,100.01529,1.6385347771408456,0.9999945024434788,1.000000450558697,100.00000000000071,1.5789949120403701
101.0,0.9974054832915477,0.9999976628327717,101.0116,1.6638766300420234,0.999994265827439,1.0000000251448995,101.00000000000003,1.6027389497112159
102.0,0.9920582225697028,0.9999780201408897,102.00852,1.6809662131048322,0.9999960840413199,1.000000038413898,102.00000000000088,1.6266008250036357
103.0,0.9961099725666281,0.9999947413701867,103.01311,1.7061295753546972,1.0000030263950965,1.0000012225856114,102.999999999999,1.650579958845353
104.0,0.9989904667668014,0.9999996465396863,104.01561,1.7302156882597033,0.9999982270276632,1.000000085495367,103.99999999999929,1.6746757806183394
105.0,0.9968871393921616,0.9999966344783917,105.01336,1.7494632063578819,0.999998833486469,1.000000124761337,104.99999999999974,1.6988877279547052
106.0,0.998471553190429,0.9999991894937743,106.01071,1.7746423008313534,0.9999992549435138,1.0000001795689992,105.99999999999994,1.723215246539983
107.0,0.9947006271260761,0.9999902312012903,107.02334,1.7968347849482436,0.9999995533736216,1.0000000120715031,106.9999999999995,1.747657789922691
108.0,0.9996537947331571,0.9999999584503825,108.02302,1.8235652112277203,0.9999997741552654,1.0000003578222183,107.99999999999955,1.7722148193302132
109.0,0.9988751365078603,0.9999995611321241,109.00265,1.848984309695461,0.9999999513656027,1.0000004959734805,109.00000000000011,1.796885803490561
110.0,0.9974342856361695,0.9999977144813093,110.02081,1.8657054815538276,1.000000111807163,1.0000006796411403,109.99999999999979,1.8216702184599245
111.0,0.9931203470073268,0.9999835183005501,111.02127,1.8963643075896575,1.000000108505,1.000000059315925,110.9999999999995,1.846567547455827
112.0,0.9967143994696758,0.9999962501438007,112.00588,1.913913641102963,1.0000004711257051,1.0000012356089283,112.00000000000034,1.8715772806954054
113.0,0.9905094970525476,0.9999685778738825,113.02038,1.9423399948515705,1.0000000786200913,1.0000001212945673,113.00000000000001,1.896698915238724
114.0,0.9982121663772044,0.9999988908557683,114.00788,1.9764710738080637,0.9999999807736621,1.000000010347736,114.00000000000014,1.9219319548372165
115.0,0.9950744009417599,0.9999915628144144,115.01557,1.9905143996213643,1.0000001092902924,1.0000002364784781,114.99999999999984,1.947275909786457
116.0,0.9986445036450885,0.9999993626172372,116.01493,2.0205066431714593,1.000000148296872,1.0000003247461242,116.0000000000004,1.9727302967836937
117.0,0.9971462880624721,0.9999971720273331,117.02205,2.037322703329053,1.000000006871918,1.0000000328574732,117.00000000000023,1.9982946387894496
118.0,0.9989328004848808,0.9999996049900617,118.01599,2.080825393900218,1.000000291698548,1.0000005937472252,117.99999999999996,2.023968464893528
119.0,0.998471553190429,0.9999991894937743,119.01793,2.0938979237536866,1.0000004090068488,1.0000007911820896,118.99999999999989,2.049751310184805
120.0,0.9969447239628233,0.9999967579732756,120.00806,2.1162124270497986,1.000000569001141,1.0000010445915533,119.9999999999995,2.075642715624916
121.0,0.9978952013696922,0.9999984623750791,121.01567,2.1407298874682903,1.0000000598641128,1.0000001294958483,121.00000000000037,2.1016422279257196
122.0,0.995275703882959,0.9999922394409209,122.00884,2.177512767907458,1.0000000874524542,1.0000001776009935,122.00000000000072,2.1277493994300993
123.0,0.9998845890131071,0.9999999953833758,123.00802,2.202048064779695,1.0000001257529472,1.0000002411694844,122.99999999999957,2.1539637879964353
124.0,0.9949306303216036,0.9999910621972257,124.01664,2.21732341132276,1.0000001784871915,1.0000003243829305,123.99999999999932,2.1802849568863367
125.0,0.9991346425567464,0.999999740314877,125.0226,2.248623854716479,1.0000002503961807,1.0000004323300473,124.99999999999949,2.206712474655318
126.0,0.9997691872579845,0.9999999815335033,126.0196,2.272279877127815,1.0000003474754215,1.0000005711498436,125.99999999999999,2.2332459150467887
127.0,0.9976071117803154,0.9999980122538598,127.02947,2.2979167781057694,1.0000004772415323,1.0000007481868507,127.00000000000064,2.259884856888895
128.0,0.9928332092305479,0.999982110219008,128.01841,2.325667876524935,1.000000061399027,1.0000001089989359,127.99999999999993,2.286628883994192
129.0,0.9954482716199589,0.9999927969002118,129.0074,2.3541973664074978,1.0000000872470511,1.0000001475337106,128.99999999999926,2.3134775850622096
130.0,0.9955345632296998,0.9999930678392255,130.01169,2.3856850890048333,1.0000011672119646,1.0000016036989914,130.00000000000063,2.3404305535844987
131.0,0.9993941952929116,0.9999998727542936,131.02269,2.402214637350293,1.0000001706909423,1.0000002631704525,130.99999999999963,2.3674873877521008
132.0,0.9958510099642316,0.9999940168468553,132.0066,2.4318051813416304,1.0000000018934292,1.0000000038174477,131.9999999999991,2.3946476903660576
133.0,0.9996537947331574,0.9999999584503825,133.01792,2.4657410394443287,1.0000003209503099,1.000000454020154,132.9999999999999,2.421911068749684
134.0,0.9924887193176447,0.9999803443449592,134.00939,2.493531998571504,1.0000004339904962,1.0000005893669024,133.99999999999991,2.4492771346633715
135.0,0.9965704653320079,0.9999959139952477,135.01455,2.519432137903302,1.0000000660028454,1.0000000993692484,134.99999999999943,2.4767455042217903
136.0,0.9982986234666058,0.9999989955954794,136.01017,2.540847608791208,1.0000007729585665,1.0000009714126619,136.00000000000065,2.5043157978130957
137.0,0.9978952013696925,0.9999984623750792,137.00475,2.577442033780779,1.000001018744288,1.000001234072474,136.99999999999898,2.5319876400199806
138.0,0.9962250819789239,0.9999950483764157,138.02235,2.598690146496885,1.0000001732527732,1.0000002309566676,138.00000000000017,2.559760659543459
139.0,0.9953044637390482,0.9999923337935128,139.02147,2.634465607879518,1.000000234666267,1.000000301201578,139.00000000000108,2.5876344891275993
140.0,0.9931490639284316,0.9999836559347008,140.02752,2.65409544847204,1.0000003151287102,1.0000003899410341,139.99999999999912,2.61560876548692
141.0,0.9921730091426156,0.9999786526247274,141.00904,2.680857750497031,1.0000004196855397,1.0000005012644366,140.99999999999926,2.643683129235569
142.0,0.996771977145771,0.9999963805636547,142.00568,2.7096508516043167,1.0000005544791182,1.0000006399819785,141.9999999999997,2.671857224817646
143.0,0.9964553283601477,0.9999956346889425,143.01153,2.737081851004825,1.000000101210368,1.000000127058525,142.99999999999903,2.7001307004398596
144.0,0.9915704814978274,0.9999752290729151,144.01965,2.7546331656864953,1.000000137084572,1.0000001661641595,143.9999999999994,2.7285032080057134
145.0,0.9982698038611177,0.9999989612593213,145.01802,2.8112551075275967,1.0000001841400423,1.0000002157542882,144.99999999999957,2.7569744030510193
146.0,0.9997691872579845,0.9999999815335034,146.0159,2.8160730086416446,1.0000015679528478,1.0000015954458585,145.99999999999906,2.785543944681277
147.0,0.991283651992551,0.9999735093600584,147.02315,2.849416445081344,1.0000019982166417,1.0000019751450804,146.99999999999963,2.814211495510485
148.0,0.9986156771294598,0.9999993352060231,148.02334,2.874587839047539,1.0000000083756968,1.000000011022552,148.00000000000117,2.842976721601249
149.0,0.9968295571198721,0.9999965086751849,149.02014,2.909009175028501,1.0000005548008146,1.0000005735509316,148.99999999999932,2.871839292406367
150.0,0.9997403382614958,0.9999999766283403,150.02121,2.9328450582838506,1.0000007178411277,1.0000007209924915,149.99999999999937,2.9007988807122356
151.0,0.9991346425567464,0.999999740314877,151.00686,2.963743062480282,1.000000153373744,1.0000001650731898,151.00000000000009,2.929855162582743
152.0,0.9995672563960286,0.9999999350787223,152.01505,2.9966720703974263,1.0000002026991996,1.000000211817612,152.0000000000002,2.959007817305095
153.0,0.9984715531904294,0.9999991894937743,153.03515,3.025563497515793,1.0000002659600493,1.0000002700895387,153.00000000000045,2.98825652733677
154.0,0.997203882978081,0.9999972851347692,154.02961,3.051218321900286,1.0000018844798977,1.0000017012327724,154.00000000000045,3.0176009782535402
155.0,0.9997980368313678,0.9999999858615886,155.02663,3.1095145671149385,1.0000004484755005,1.0000004312481399,155.00000000000023,3.047040858698811
156.0,0.9957359303932464,0.9999936798323358,156.0203,3.1058827907697997,1.0000005766188929,1.0000005402148593,155.99999999999892,3.076575860334026
157.0,0.9950168909744047,0.9999913642987938,157.01927,3.136698689243198,1.0000036496149736,1.000003066834629,156.9999999999992,3.106205677790346
158.0,0.9933213774599462,0.9999844696206964,158.02742,3.1661219407344374,1.0000009354501398,1.0000008338630249,158.00000000000134,3.1359300086211173
159.0,0.9972326812981419,0.9999973408228668,159.01846,3.191961658353684,1.0000002291439127,1.000000216321135,158.99999999999898,3.165748553255427
160.0,0.9987021584043532,0.9999994157084295,160.02997,3.291682214172565,1.0000002963153705,1.00000027282874,159.99999999999935,3.1956610149534166
161.0,0.99294805748351,0.9999826803767266,161.03217,3.243549767014528,1.000000380763393,1.0000003421827928,161.00000000000063,3.2256670997613046
162.0,0.9927183701195526,0.9999815308278122,162.02977,3.29658364782391,1.0000004862910057,1.0000004268515583,161.99999999999932,3.255766516468275
163.0,0.9968583479687311,0.9999965718653285,163.03251,3.3186462752001757,1.0000006173893192,1.0000005296845558,162.99999999999937,3.2859589765643507
164.0,0.9909682053878422,0.999971551020951,164.04028,3.344529491811965,1.0000034830243298,1.0000027198580694,164.00000000000094,3.3162441941985734
165.0,0.9971462880624724,0.9999971720273331,165.02091,3.3833109185973433,1.0000002059515365,1.000000181692018,165.0000000000007,3.3466218861384136
166.0,0.9933213774599469,0.9999844696206965,166.04014,3.4835138553477862,1.000000264273485,1.000000227938945,165.99999999999906,3.377091771730249
167.0,0.9966568240914025,0.9999961174156231,167.0147,3.4654211735372082,1.0000003371144033,1.0000002844575255,166.99999999999932,3.4076535728604496
168.0,0.9956783940499065,0.9999935078625778,168.01254,3.512187743899805,1.0000018743990895,1.0000014483002537,168.00000000000156,3.438307013917104
169.0,0.9991923169072667,0.9999997737854057,169.01752,3.4971149608784664,1.000000539303994,1.0000004363447528,169.00000000000009,3.4690518217526587
170.0,0.9867307079766061,0.9999384122035514,170.03988,3.5456888732092664,1.0000001498462,1.000000126793621,170.00000000000082,3.499887725647939
171.0,0.9972326812981419,0.9999973408228668,171.02096,3.6056179329485256,1.0000008443343946,1.000000656570886,170.99999999999912,3.5308144572757043
172.0,0.995592093837072,0.9999932455798166,172.03065,3.622141711405008,1.0000002443080285,1.0000001983288018,171.99999999999983,3.5618317506662445
173.0,0.9991058062460775,0.9999997227139954,173.01955,3.619702722254964,1.0000003093518064,1.0000002461910098,172.99999999999946,3.592939342172512
174.0,0.9968583479687317,0.9999965718653285,174.01527,3.724526389636674,1.0000000884667288,1.000000073350892,173.99999999999835,3.624136970436884
175.0,0.9987021584043528,0.9999994157084295,175.01685,3.679824191112939,1.0000019492845098,1.0000014091841467,175.00000000000026,3.6554243763582055
176.0,0.9924026096907069,0.9999798898918459,176.02388,3.8891836862765947,1.0000006085484954,1.000000457747852,176.00000000000054,3.6868013030591453
177.0,0.9973190797076268,0.9999975044246792,177.01995,3.8277528652591974,1.0000007549013652,1.0000005578265654,177.0000000000011,3.718267495855021
178.0,0.9988463053836298,0.9999995383375377,178.00904,3.86669862782193,1.0000000117942351,1.000000010135709,178.00000000000017,3.74982270222247
179.0,0.9985580258260938,0.9999992786523595,179.02048,3.8417132336497994,1.0000041856184223,1.0000028346373802,179.00000000000108,3.781466671769323
180.0,0.9945856392775406,0.9999898018532655,180.0047,3.9877735529992173,1.0000014010728058,1.000000984299679,179.99999999999926,3.81319915620439
181.0,0.9950456456715185,0.9999914638451465,181.02756,3.86762982282431,1.0000017064757996,1.0000011798831396,181.00000000000173,3.8450199093088524
182.0,0.9962826401293757,0.9999951984170381,182.00295,3.929982353331882,1.0000001441901674,1.0000001087054606,182.00000000000142,3.8769286869067874
183.0,0.9993076725256779,0.9999998338015249,183.02656,4.0980842556492165,1.0000024996028454,1.0000016760892967,183.00000000000108,3.9089252468378217
184.0,0.9970886954460618,0.9999970566115759,184.01961,4.248306185752153,1.0000030067855294,1.0000019866994694,184.00000000000023,3.9410093489291476
185.0,0.9946143853804736,0.9999899100559008,185.01041,4.170815463659355,1.0000036027034582,1.000002346539129,184.9999999999984,3.973180754968582
186.0,0.9963689816609497,0.9999954191498579,186.0034,4.165684630405907,1.0000043002651335,1.000002762007199,185.99999999999898,4.005439228678159
187.0,0.9984427301302843,0.9999991586200885,186.99762,4.318945975073085,1.0000051138401136,1.0000032401317718,187.00000000000125,4.037784535687844
188.0,0.9987021584043532,0.9999994157084295,188.02799,4.303768878541226,1.0000005372550358,1.0000003675133937,187.99999999999804,4.07021644350991
189.0,0.9973478803272994,0.9999975578044568,189.03572,4.350913017011487,1.000000658411959,1.000000443784063,188.99999999999864,4.102734721514613
190.0,0.9972326812981416,0.9999973408228667,190.0012,4.442310047711664,1.0000008034969665,1.0000005338286728,189.99999999999943,4.135339140904643
191.0,0.9992211549471635,0.9999997896550528,191.01055,4.334021077186866,1.000000077161707,1.0000000551564687,190.9999999999982,4.168029474691432
192.0,0.9883898660991455,0.9999529053047929,192.01414,4.5271315488286845,1.0000037967591004,1.0000023531970594,192.00000000000128,4.200805497671684
193.0,0.9932352181215774,0.9999840653746072,193.03193,4.375183479021195,1.0000044985318743,1.0000027534792317,193.0000000000013,4.233666986403381
194.0,0.996685611493323,0.9999961840682525,194.00357,4.789713692393315,1.0000053117648051,1.0000032118088853,194.00000000000014,4.266613719183673
195.0,0.9985292010383104,0.9999992495099096,195.00963,4.652012173576075,1.0000020492166763,1.0000012734758412,194.99999999999952,4.299645476026141
196.0,0.9979240134929325,0.9999985042132646,196.02466,4.712637465835877,1.0000007732792278,1.0000004935691693,196.0000000000006,4.332762038638749
197.0,0.9948156241402768,0.9999906513159418,197.0073,4.701585552768343,1.0000002858135184,1.0000001872481694,197.00000000000094,4.365963190402098
198.0,0.9949306303216042,0.9999910621972257,198.03562,4.882963364146817,1.0000011254063264,1.0000007003051814,198.00000000000156,4.399248716348411
