CSC,minH (sim),H (sim),mean R (sim),std R (sim),minH (norm),H (norm),mean R (norm),std R (norm)
111.0,0.9489759969755331,0.9990649315776108,110.998,1.9084014252771873,1.0000645918270856,1.0000954511119622,110.9999999999995,1.846567547455827
112.0,0.9799423476587465,0.9998586112670831,111.903,1.9140509397610086,1.0000810199790575,1.0001138423959839,112.00000000000034,1.8715772806954054
113.0,0.9913696948565599,0.9999740313334506,113.059,1.9046046833923307,1.0001007890520481,1.000134975497367,113.00000000000001,1.896698915238724
114.0,0.9971174914668787,0.9999971146079947,113.989,1.8933776696686797,1.0001244128206936,1.000159126730387,114.00000000000014,1.9219319548372165
115.0,0.9971174914668787,0.9999971146079946,115.025,1.9754429882940179,1.0001524498555652,1.0001865831367511,114.99999999999984,1.947275909786457
116.0,0.9799423476587469,0.9998586112670832,115.977,2.0872160884776645,1.0000217180632778,1.0000317854197056,116.0000000000004,1.9727302967836937
117.0,0.9629692690550331,0.9995123141215676,117.085,2.0851318903129368,1.0000276761424822,1.0000386364966254,117.00000000000023,1.9982946387894496
118.0,0.9686048037244658,0.9996508396313204,117.979,1.92420347156947,1.0000349860178226,1.0000466689969203,117.99999999999996,2.023968464893528
119.0,1.0,1.0,118.922,2.073141577413371,1.0003214721147549,1.0003355019661508,118.99999999999989,2.049751310184805
120.0,0.965784284662087,0.9995844639313987,119.924,2.057723013430136,1.000054636815158,1.0000668830858879,119.9999999999995,2.075642715624916
121.0,0.9601597354682089,0.9994343896240241,121.09,2.1123209983333497,1.0000081258682056,1.0000116077035732,121.00000000000037,2.1016422279257196
122.0,0.9489759969755331,0.9990649315776108,122.0,2.1968158775828255,1.000082911383397,1.0000937399589334,122.00000000000072,2.1277493994300993
123.0,0.9971174914668787,0.9999971146079947,123.105,2.1498779035098714,1.000013434582717,1.000017572520336,122.99999999999957,2.1539637879964353
124.0,0.9770995978899212,0.9998153271549208,123.932,2.217966636358627,1.000122534812693,1.000128708638402,123.99999999999932,2.1802849568863367
125.0,0.9517638143471525,0.9991659615315874,125.093,2.249966888645253,1.0001475912228275,1.0001497332031475,124.99999999999949,2.206712474655318
126.0,0.9913696948565599,0.9999740313334506,126.091,2.157479779743022,1.000003375172145,1.0000046499668134,125.99999999999999,2.2332459150467887
127.0,0.9461935563042062,0.9989581233509567,127.065,2.3496329500583704,1.001094471779247,1.000886704243781,127.00000000000064,2.259884856888895
128.0,0.9268652953697847,0.9980485963165613,127.994,2.4062344025468505,1.0000056873280598,1.000007212855439,127.99999999999993,2.286628883994192
129.0,0.9885043611621706,0.9999538332662391,129.036,2.4063881648645133,1.0002936649562153,1.00026247934835,128.99999999999926,2.3134775850622096
130.0,0.9770995978899212,0.9998153271549207,130.17,2.382246838595866,1.0000617916453003,1.0000622748223362,130.00000000000063,2.3404305535844987
131.0,0.9573556625915063,0.9993506898146104,130.975,2.4401588063074913,1.0000748732962454,1.000073080435533,130.99999999999963,2.3674873877521008
132.0,0.9799423476587469,0.9998586112670832,131.907,2.477165920966942,1.0000147234392118,1.000016096684878,131.9999999999991,2.3946476903660576
133.0,0.9489759969755331,0.9990649315776108,132.928,2.4885369195573532,1.0000026382648228,1.000003220160353,132.9999999999999,2.421911068749684
134.0,0.9406447223835789,0.998727168607354,133.981,2.4150857127646628,1.000621059729746,1.0004852603004073,133.99999999999991,2.4492771346633715
135.0,0.994240730711315,0.9999884584088952,134.93,2.4926090748450704,1.0001526988441864,1.0001325655708266,134.99999999999943,2.4767455042217903
136.0,0.9971174914668787,0.9999971146079947,136.159,2.4729979781633467,1.0000341994559157,1.0000328792846145,136.00000000000065,2.5043157978130957
137.0,0.9629692690550334,0.9995123141215677,136.999,2.5430294925541066,1.0000070247463109,1.0000074579697773,136.99999999999898,2.5319876400199806
138.0,0.9827907099677773,0.9998961234639354,138.094,2.643702706432779,1.000008818231676,1.000009067932611,138.00000000000017,2.559760659543459
139.0,0.994240730711315,0.9999884584088952,139.144,2.530862303642772,1.0000017285046598,1.000001952573382,139.00000000000108,2.5876344891275993
140.0,0.9885043611621706,0.9999538332662391,140.174,2.6634045881164954,1.0003333435395927,1.0002553690317364,139.99999999999912,2.61560876548692
141.0,0.9742624385863918,0.999766270781044,141.001,2.672264769816045,1.000086148073078,1.0000721990721493,140.99999999999926,2.643683129235569
142.0,0.9105018491608974,0.9970433402104211,141.944,2.662492065715877,1.0001020608430946,1.000083444948083,141.9999999999997,2.671857224817646
143.0,0.9885043611621706,0.999953833266239,143.02,2.7841695350678632,1.0000250543064306,1.0000223053009285,142.99999999999903,2.7001307004398596
144.0,0.9434164716336327,0.9988455359952019,144.012,2.82981554169172,1.0000057217581024,1.00000553437124,143.9999999999994,2.7285032080057134
145.0,0.9406447223835792,0.998727168607354,145.131,2.7946089171832256,1.0000365770111137,1.0000309393014597,144.99999999999957,2.7569744030510193
146.0,0.9971174914668787,0.9999971146079947,146.009,2.8849469665836143,1.0000438576742658,1.000036205786919,145.99999999999906,2.785543944681277
147.0,0.9742624385863918,0.999766270781044,147.061,2.836067523878795,1.000052331959374,1.0000421960626882,146.99999999999963,2.814211495510485
148.0,0.9913696948565599,0.9999740313334506,147.871,2.9165663030351285,1.000062150463696,1.0000489836237412,148.00000000000117,2.842976721601249
149.0,0.9629692690550331,0.9995123141215676,149.019,2.8727406774716018,1.0000734762212495,1.0000566462524523,148.99999999999932,2.871839292406367
150.0,0.9714308478032292,0.9997114417528099,150.044,2.87333673627022,1.0000864849713857,1.000065265964169,149.99999999999937,2.9007988807122356
151.0,0.9461935563042065,0.9989581233509569,151.099,2.9649956155110924,1.000023706466112,1.0000191868674402,151.00000000000009,2.929855162582743
152.0,0.982790709967777,0.9998961234639354,152.142,2.995636159482656,1.0004407274512936,1.0002928499538388,152.0000000000002,2.959007817305095
153.0,0.9050883529745329,0.9966619137320387,152.98,2.9640512816076576,1.0000339721647133,1.0000263131594214,153.00000000000045,2.98825652733677
154.0,0.9132162338579335,0.9972253609153701,154.007,3.06152755989555,1.0000403886040667,1.0000306342689298,154.00000000000045,3.0176009782535402
155.0,0.9573556625915063,0.9993506898146104,155.101,3.018741293983305,1.0000478063625307,1.0000355315066634,155.00000000000023,3.047040858698811
156.0,0.9971174914668787,0.9999971146079947,156.131,3.077960201172198,1.0002113589271973,1.0001421834469777,155.99999999999892,3.076575860334026
157.0,0.9434164716336327,0.9988455359952019,157.18,3.082142112232984,1.0000661389380345,1.0000472871335078,156.9999999999992,3.106205677790346
158.0,0.9159357352115255,0.9974015885677396,158.024,3.173865781661222,1.0000773246820895,1.0000542703587507,158.00000000000134,3.1359300086211173
159.0,0.9406447223835789,0.998727168607354,159.145,3.259443970986463,1.000023399755901,1.0000174048428798,158.99999999999898,3.165748553255427
160.0,0.9742624385863918,0.999766270781044,159.901,3.2901670170372816,1.0001044875843166,1.0000707847674457,159.99999999999935,3.1956610149534166
161.0,0.9573556625915063,0.9993506898146104,160.841,3.2594047002481914,1.0000329302632776,1.0000235821770327,161.00000000000063,3.2256670997613046
162.0,0.9545570292388329,0.9992612140227843,162.056,3.362865444825291,1.000038823144068,1.000027302845377,161.99999999999932,3.255766516468275
163.0,0.997117491466879,0.9999971146079947,163.037,3.45826994319414,1.001503106015468,1.000846556734904,162.99999999999937,3.2859589765643507
164.0,0.9517638143471527,0.9991659615315875,164.067,3.3746868002823613,1.0000533290141707,1.0000362261026723,164.00000000000094,3.3162441941985734
165.0,1.0,1.0,164.958,3.3223840837567233,1.0002085635892677,1.0001304530391422,165.0000000000007,3.3466218861384136
166.0,0.9742624385863918,0.999766270781044,165.887,3.3211791580702177,1.001991583703366,1.0010809891393107,165.99999999999906,3.377091771730249
167.0,0.9885043611621706,0.999953833266239,167.132,3.4569605146718123,1.0002688969827105,1.0001634113869269,166.99999999999932,3.4076535728604496
168.0,0.9323612831246367,0.9983373765218819,168.04,3.47079241672561,1.0000000897802959,1.0000000793759842,168.00000000000156,3.438307013917104
169.0,0.8970060066766744,0.9960462879344312,168.923,3.450082752630725,1.0003426655766214,1.0002026436914422,169.00000000000009,3.4690518217526587
170.0,0.9489759969755331,0.9990649315776108,169.944,3.501837232082611,1.0003852190167049,1.0002248510392429,170.00000000000082,3.499887725647939
171.0,0.9573556625915063,0.9993506898146104,171.027,3.6579052748806933,1.0011928526437779,1.000649165396283,170.99999999999912,3.5308144572757043
172.0,0.9323612831246367,0.9983373765218819,172.054,3.600150552407496,1.0001649575733804,1.0000993549273889,171.99999999999983,3.5618317506662445
173.0,0.9770995978899215,0.9998153271549208,173.046,3.584673485828242,1.000538786998409,1.00030302217428,172.99999999999946,3.592939342172512
174.0,0.9913696948565599,0.9999740313334506,173.961,3.713149471809612,1.0002120507803778,1.0001244300769214,173.99999999999835,3.624136970436884
175.0,1.0,1.0,175.016,3.6660256409359717,1.0006655984651074,1.0003657714149123,175.00000000000026,3.6554243763582055
176.0,0.9885043611621706,0.9999538332662391,176.03,3.677376782436089,1.0002695912489168,1.0001543321735316,176.00000000000054,3.6868013030591453
177.0,0.9461935563042062,0.9989581233509567,176.921,3.691444026394007,1.0000339680683519,1.0000213193264,177.0000000000011,3.718267495855021
178.0,0.9573556625915063,0.9993506898146104,177.777,3.830570584129733,1.0008984371849008,1.0004778999755266,178.00000000000017,3.74982270222247
179.0,0.98564470702293,0.9999278640456617,178.963,3.929075082000852,1.0000142902593507,1.0000091866105802,179.00000000000108,3.781466671769323
180.0,0.9770995978899212,0.9998153271549207,180.006,4.0009953761532895,1.000154034531237,1.0000884199359281,179.99999999999926,3.81319915620439
181.0,0.9461935563042065,0.9989581233509568,180.853,3.6657047071470448,1.0004699925192295,1.0002543030381286,181.00000000000173,3.8450199093088524
182.0,0.9601597354682089,0.9994343896240241,181.99,3.946378086296345,1.000521560225718,1.0002792753953724,182.00000000000142,3.8769286869067874
183.0,0.9601597354682089,0.9994343896240241,183.06,3.859326366090331,1.0000791164880285,1.0000459648437676,183.00000000000108,3.9089252468378217
184.0,0.9714308478032292,0.9997114417528099,183.856,4.143098357509752,1.0002473379139776,1.000135743764823,184.00000000000023,3.9410093489291476
185.0,0.8809758968577254,0.9946583178227808,185.037,3.999953874734058,1.0007035792711934,1.0003656795072517,184.9999999999984,3.973180754968582
186.0,0.8996950942043146,0.9962572968375276,186.056,3.9376216171694303,1.0001160892973562,1.0000651712837594,185.99999999999898,4.005439228678159
187.0,0.9714308478032292,0.9997114417528099,187.0,4.0622653778403,1.000131218750607,1.0000728690959604,187.00000000000125,4.037784535687844
188.0,0.9742624385863918,0.999766270781044,187.909,4.10203839572474,1.000382145749554,1.0002013883791943,187.99999999999804,4.07021644350991
189.0,0.9545570292388329,0.9992612140227841,189.186,4.071535828161163,1.0004236972920726,1.0002211667034056,188.99999999999864,4.102734721514613
190.0,0.9885043611621706,0.9999538332662391,189.962,4.093721534252176,1.0011134972753268,1.0005531947986421,189.99999999999943,4.135339140904643
191.0,0.965784284662087,0.9995844639313987,191.008,4.1971342604210315,1.0012138683779912,1.0005980066831044,190.9999999999982,4.168029474691432
192.0,0.9461935563042062,0.9989581233509567,192.059,4.308772330954607,1.000570369669512,1.0002897184120862,192.00000000000128,4.200805497671684
193.0,0.9913696948565599,0.9999740313334506,193.101,4.098389805765186,1.000260067846362,1.0001360410525861,193.0000000000013,4.233666986403381
194.0,0.9517638143471525,0.9991659615315874,193.903,4.231027180248314,1.0002891781286982,1.000149891763916,194.00000000000014,4.266613719183673
195.0,0.9971174914668787,0.9999971146079947,194.925,4.295040744859123,1.0000062510860126,1.0000037350482422,194.99999999999952,4.299645476026141
196.0,0.9885043611621706,0.9999538332662391,195.798,4.425290498939024,1.0008252518906668,1.0004053677246447,196.0000000000006,4.332762038638749
197.0,0.9799423476587465,0.9998586112670831,197.023,4.4495472803421245,1.0003926505314453,1.0001982678673218,197.00000000000094,4.365963190402098
198.0,0.9077925619029111,0.9968555249870343,198.085,4.322010527520728,1.0000276280958489,1.0000153851322011,198.00000000000156,4.399248716348411
199.0,0.9742624385863918,0.999766270781044,199.093,4.466133786621265,1.002283625790558,1.001058331612783,198.99999999999827,4.432618403140356
200.0,0.9714308478032292,0.9997114417528099,199.904,4.670415827311311,1.0002253990849441,1.0001148839137288,199.99999999999918,4.466072039051132
