CSC,minH (sim),H (sim),mean R (sim),std R (sim),minH (norm),H (norm),mean R (sim),std R (norm)
52.0,0.3343343616293209,0.7354183268797614,52.00875,0.454767454310442,0.07323360068730646,0.28424708698014667,51.999999999999915,0.25454305411855116
53.0,0.34671981094640436,0.7483642976001907,53.00575,0.462165487136372,0.08354700184579349,0.3124382560604892,53.00000000000001,0.2619208307867093
54.0,0.3541692469697447,0.7559085679695459,54.0071,0.4665507367907589,0.09453515052356437,0.34089744999069316,54.000000000000114,0.26936854159311263
55.0,0.365053651339729,0.7666148873090987,55.0069,0.4728978642370888,0.10617102805844632,0.3694569354299835,54.99999999999998,0.27688553591691983
56.0,0.37896325748597326,0.7797678096537278,56.00731,0.48057940436518914,0.11842538993651434,0.39796310239335747,56.00000000000018,0.2844711809656661
57.0,0.395624983025968,0.7947741037253302,57.00836,0.48978578011208124,0.13126693901691916,0.4262767578539642,56.999999999999915,0.292124860975576
58.0,0.40089172178445137,0.7993537442784855,58.00917,0.49263161804740063,0.1446639364491789,0.4542742003138026,58.000000000000135,0.2998459764612503
59.0,0.41332651614631916,0.8098644580610317,59.00745,0.4993340540159464,0.15858362651232744,0.48184612147679173,59.000000000000206,0.3076339435107917
60.0,0.4287018106515733,0.8222926969792537,60.00635,0.5076117389304545,0.17299315071742252,0.508897536307702,59.999999999999936,0.31548819312297516
61.0,0.4423203411083146,0.8327965866045328,61.00365,0.5148559774344666,0.18785974891707877,0.5353469588226577,61.00000000000017,0.32340817058324434
62.0,0.455376137512595,0.8424387020068764,62.01084,0.5209246532849064,0.20315098999496534,0.5611255172874317,62.00000000000025,0.3313933348756449
63.0,0.46253494493792385,0.8475533834055333,63.00483,0.5246205019821472,0.2188349345138,0.5861759793299469,62.99999999999991,0.3394431581281312
64.0,0.4768194676572387,0.8574054996479731,64.0092,0.5321986095434673,0.23488023739659303,0.6104517353422314,64.00000000000007,0.3475571250888123
65.0,0.4888761030043281,0.8653651286454016,65.00468,0.5380688595337961,0.2512561990782415,0.6339157786191132,65.00000000000023,0.35573473263093286
66.0,0.5033229111573962,0.874488671406896,66.00828,0.5452443870412605,0.2679327737453231,0.6565397118558595,65.99999999999987,0.3639754892846484
67.0,0.5143258748762533,0.8811441626725325,67.00846,0.5504620135849522,0.2848805432818787,0.6783028018662925,67.00000000000028,0.37227891479373604
68.0,0.5246660401293161,0.8871746228204116,68.00988,0.5563293858857359,0.3020706653525308,0.6991910976393797,67.99999999999986,0.3806445396955
69.0,0.5358336272583191,0.8934503029127234,69.00912,0.5621715268492349,0.31947480367960857,0.7191966210819848,69.00000000000004,0.38907190492247085
70.0,0.5529180966058916,0.9025890945041485,70.00938,0.5697297741912387,0.33706504801430986,0.7383166349573616,69.99999999999983,0.3975605614242927
71.0,0.5696290779110204,0.9110071931948653,71.00933,0.578898048968901,0.3548138305862738,0.7565529885880768,71.00000000000014,0.4061100698086677
72.0,0.5777669993169524,0.9149263727797277,72.01178,0.5816366835061214,0.3726938449701733,0.7739115388006388,72.00000000000016,0.4147200000000013
73.0,0.5938116648751299,0.9223186626603819,73.00789,0.5901421421149315,0.39067797237466356,0.7904016412950245,73.00000000000028,0.42338993091475624
74.0,0.6050030283739091,0.9272191896253782,74.01053,0.5965728112309512,0.40873921937978835,0.8060357060536584,73.99999999999969,0.4321194501523828
75.0,0.6204677536644578,0.9336565653010234,75.0086,0.6027487370372498,0.42685067016889994,0.8208288094802215,75.00000000000007,0.44090815370097264
76.0,0.6241098032974973,0.9351174827546526,76.01002,0.6068274875118959,0.44498545535749157,0.83479835558321,76.00000000000009,0.44975564565661713
77.0,0.6441041742966579,0.9427744596237531,77.00859,0.6149115480294707,0.46311673864806613,0.8479637785937764,76.99999999999974,0.4586615379558197
78.0,0.6617752800109874,0.9490459990892302,78.00982,0.6247267943669457,0.4812177217582755,0.8603462966838383,77.9999999999996,0.46762545012006845
79.0,0.6674696397537836,0.9509710744266002,79.01075,0.6307094715477167,0.4992616673956713,0.871968592275747,78.99999999999993,0.4766470090119095
80.0,0.6803358263151829,0.9551532743641069,80.01072,0.6362272248183034,0.5172219394910089,0.8828547672233702,79.99999999999991,0.48572584860186224
81.0,0.6955356859116626,0.959802392807413,81.01454,0.6440718813921315,0.5350720594522682,0.8930300322736003,80.99999999999959,0.4948616097455896
82.0,0.7096227823533144,0.9638378078746501,82.01152,0.6532895909166164,0.5527857768561814,0.9025204116387614,82.00000000000003,0.504053939970714
83.0,0.7144439018734717,0.9651599854544823,83.01204,0.6568828193825745,0.5703371527424909,0.9113527267559163,82.99999999999967,0.5133024932727259
84.0,0.7336991859392581,0.9701494841603195,84.00866,0.6694512711168753,0.5877006535055926,0.9195546278874812,83.99999999999964,0.5226069299196064
85.0,0.7425306897699833,0.9722858297929298,85.00835,0.6747149601868926,0.6048512532740585,0.9271541053947134,84.99999999999963,0.5319669162645326
86.0,0.7551859905760121,0.9751852897173247,86.01343,0.6831907750401787,0.6217645426200508,0.9341791180378235,85.99999999999957,0.5413821245663691
87.0,0.7660138006439641,0.9775181970618665,87.0121,0.6888639851233334,0.6384168414343445,0.940658144766058,86.99999999999987,0.5508522328174759
88.0,0.7778136926778877,0.9799091882772135,88.00909,0.69480023884567,0.6547853138310127,0.946619550851125,88.0000000000001,0.5603769245784492
89.0,0.7811320561766346,0.9805536703214788,89.01043,0.7030086877841554,0.6708480830011788,0.9520915704468156,88.99999999999994,0.5699558888194765
90.0,0.7967612495141673,0.9834279499713996,90.00714,0.7132944836461306,0.6865843440127559,0.9571021778672639,89.99999999999955,0.5795888197679411
91.0,0.8049296273588261,0.9848263839532951,91.01051,0.7210960684263922,0.7019744726501135,0.9616789659579947,90.9999999999997,0.5892754167619726
92.0,0.8206927885929799,0.9873292712774987,92.01095,0.7312660921306278,0.7170001285023193,0.9658490322678315,92.00000000000004,0.5990153841096241
93.0,0.8242135499718383,0.9878537453355918,93.01089,0.7362685704958483,0.7316443506406592,0.9696388737222776,92.9999999999996,0.6088084309534446
94.0,0.8377641784819695,0.9897573007925478,94.00989,0.7459438235550985,0.7458916443749518,0.9730742904466692,94.00000000000026,0.6186542711401927
95.0,0.8478035983708301,0.9910520778892213,95.00971,0.7566476828088486,0.7597280577436738,0.9761802993006565,95.00000000000034,0.6285526230953175
96.0,0.8671731337895416,0.9932805435456302,96.01312,0.7638899564727892,0.7731412465753145,0.978981057573806,96.00000000000051,0.638503209702196
97.0,0.8614476248473514,0.9926581849900863,97.01238,0.7699394363195069,0.786120527154611,0.9814997971629587,96.99999999999953,0.6485057581856878
98.0,0.8724459551295232,0.9938271657371438,98.01126,0.7779802133730651,0.7986569157378658,0.9837587694130083,97.9999999999994,0.6585599999999939
99.0,0.8825443182983956,0.9948040732426127,99.01579,0.7857612079378823,0.8107431543811693,0.9857792006594475,98.99999999999939,0.6686656707204218
100.0,0.882464526896381,0.9947967107793672,100.01306,0.7927101843675278,0.8223737227727692,0.9875812583688988,100.00000000000043,0.6788225099390899
101.0,0.8957975506175571,0.995949440946805,101.01479,0.8039970496836415,0.8335448359896063,0.9891840276368185,100.9999999999996,0.6890302611641917
102.0,0.9000181217925333,0.9962822280553176,102.01082,0.8116667589596115,0.8442544283257185,0.990605497673541,101.99999999999933,0.6992886717229089
103.0,0.9118584031309821,0.9971350747849759,103.0177,0.8215270598099614,0.8545021235596046,0.9918625577933352,103.00000000000071,0.7095974926675054
104.0,0.9151193464087036,0.997349328457229,104.01292,0.8316327756888854,0.8642891922363117,0.992971002318822,104.00000000000055,0.7199564786846551
105.0,0.9140043616372001,0.9972770632656268,105.01677,0.8386946805005979,0.8736184967313725,0.9939455437262688,105.00000000000072,0.7303653880079551
106.0,0.9210350000185593,0.9977155937859636,106.01373,0.8503655020636713,0.8824913585048587,0.9947991873942803,105.99999999999928,0.7408239823331779
107.0,0.9254671622813796,0.9979712541373592,107.01563,0.8569280617998223,0.8909185542754391,0.9955456097733093,107.0000000000007,0.7513320267365228
108.0,0.938984225318372,0.998653373366146,108.01332,0.8671000966439804,0.898905017197297,0.9961959436307102,108.00000000000023,0.761889289595282
109.0,0.9432500164242229,0.9988385969580725,109.01656,0.8783995482694649,0.9064591119802607,0.996760825739017,108.99999999999987,0.7724955425114101
110.0,0.9390118846142035,0.998654620341868,110.01289,0.8866362545598957,0.91359035242762,0.9972499695140633,110.00000000000075,0.78315056023731
111.0,0.9510942467109589,0.9991422412769972,111.01174,0.8958025298021879,0.9203092940818735,0.9976722103173838,110.99999999999953,0.7938541206040263
112.0,0.9553400994931005,0.9992868495040983,112.01356,0.9066069304831065,0.926627423229485,0.9980355532543043,112.00000000000036,0.804606004451872
113.0,0.9615919139444516,0.9994748527026491,113.01163,0.9131783741964108,0.9325570436837252,0.9983472226975303,112.99999999999952,0.8154059955629414
114.0,0.9604123695587652,0.9994416393182084,114.00929,0.9264576060997071,0.9381111627223948,0.9986137128153028,114.0000000000007,0.8262538805960383
115.0,0.9672220603741125,0.9996190369788813,115.02059,0.9394072875489098,0.9433033774904503,0.9988408384404575,115.00000000000041,0.8371494490232956
116.0,0.9633349106203764,0.9995220201426669,116.01873,0.9465829002786813,0.9481477630924892,0.9990337856802319,115.99999999999939,0.848092493068998
117.0,0.9571595814455308,0.9993446145254736,117.01527,0.9533188486020823,0.9526587634972817,0.9991971617342743,116.99999999999942,0.8590828076501058
118.0,0.9705541819341552,0.9996932725492171,118.01251,0.9653670285958602,0.9568510862618973,0.999335043458295,118.00000000000041,0.8701201903185604
119.0,0.9749428481450919,0.9997785707612836,119.01432,0.9786291113593544,0.9607396019587844,0.9994510242813355,119.00000000000082,0.8812044412053404
120.0,0.9796293708512597,0.9998541325558779,120.01463,0.9878036055309779,0.9643392490593706,0.9995482591541914,119.99999999999987,0.8923353629661874
121.0,0.9777813471540318,0.9998262417582833,121.01748,0.9951755873211521,0.9676649448957405,0.999629377659121,121.00000000000048,0.9035127607289283
122.0,0.9835892602025504,0.999905592593846,122.01994,1.0058441213229812,0.9707315031905323,0.9996971723913923,121.99999999999936,0.91473644204218
123.0,0.9869308499804786,0.9999402643873652,123.01515,1.0145838937712344,0.9735535585174645,0.999753340573811,123.0000000000007,0.9260062168257912
124.0,0.9904521687641733,0.9999681958426547,124.0129,1.0302007522808356,0.9761454979323766,0.9997994858102797,123.99999999999947,0.9373218973223599
125.0,0.9870738255557296,0.9999415700620249,125.01256,1.0375077090797928,0.9785213999003792,0.9998381501221146,125.00000000000094,0.9486832980505244
126.0,0.987016633625299,0.9999410495235368,126.0122,1.0501672057344011,0.9806949805387625,0.999869678132513,126.00000000000087,0.9600902357591286
127.0,0.9922591050661479,0.9999791209281066,127.00693,1.0581219093752856,0.9826795471002466,0.9998955395682156,126.99999999999937,0.9715425293830353
128.0,0.9877603056230331,0.9999476364614263,128.01454,1.067131008077265,0.9844879585362708,0.9999157070354674,127.99999999999905,0.9830399999999889
129.0,0.9901082468647603,0.9999658551785546,129.0207,1.0830750251021397,0.9861325929067921,0.9999340044261686,128.99999999999935,0.9945824707886143
130.0,0.9920008327078943,0.9999777004363979,130.02136,1.0912945296298335,0.9876253213409141,0.9999464799766287,129.99999999999935,1.0061697669876513
131.0,0.9938097109279302,0.9999866622432443,131.01397,1.0977681171814015,0.9889774882015901,0.9999575832919472,131.00000000000057,1.0178017158562924
132.0,0.9984139076459736,0.9999991271693243,132.01021,1.1115060755119606,0.9901998970672322,0.9999665069467363,132.0000000000009,1.0294781466354794
133.0,0.9937235224216832,0.9999862874287302,133.02276,1.125336386330772,0.991302802112743,0.9999736536537888,132.9999999999998,1.0411988905103555
134.0,0.9880178198858468,0.9999498256587465,134.01579,1.1375151321630848,0.9922959044514561,0.9999793577121344,134.00000000000057,1.0529637805736787
135.0,0.9996826419991045,0.9999999650867797,135.01699,1.1499484074948754,0.9931883529870167,0.9999838955792877,134.99999999999932,1.0647726517900349
136.0,0.9883612437531066,0.9999526718716427,136.02203,1.1612168958037081,0.9939887493194918,0.9999874950481984,135.99999999999972,1.07662534096128
137.0,0.9904235054742326,0.9999680039613859,137.01983,1.163837089587714,0.9947051562519137,0.9999903431737204,136.9999999999993,1.0885216866925442
138.0,0.9917139176380607,0.9999760672881665,138.00818,1.1775113959533472,0.9953451094514474,0.9999925930860426,138.00000000000009,1.1004615293593873
139.0,0.9990481353538051,0.9999996857809972,139.01001,1.1910708626693878,0.9959156318321738,0.9999943698200325,139.00000000000102,1.1124447110755786
140.0,0.9954482716199589,0.9999927969002118,140.02352,1.2030572761094958,0.9964232502435949,0.999995775280152,140.00000000000097,1.124471075661809
141.0,0.994901877916774,0.9999909603425325,141.01673,1.2136680382625227,0.9968721532622212,0.9999966043135219,141.00000000000125,1.1365404686151892
142.0,0.9965128956974876,0.9999957754962578,142.01775,1.222421751074481,0.9972735153639819,0.9999977889527825,141.99999999999895,1.1486527370793882
143.0,0.9980104533152625,0.999998626265346,143.02731,1.2336061623954382,0.9976269101795017,0.9999985200342625,142.99999999999952,1.1608077298157462
144.0,0.9955920938370724,0.9999932455798166,144.01367,1.2458022038429697,0.9979350251889013,0.9999985266644855,143.99999999999892,1.173005297174727
145.0,0.99260354014907,0.9999809422031317,145.01369,1.2561300027863358,0.9982090074090713,0.9999988960919697,145.0000000000009,1.1852452910684885
146.0,0.9974342856361695,0.9999977144813093,146.01707,1.2745660497204527,0.9984497255117822,0.9999991787469735,145.99999999999915,1.1975275649436945
147.0,0.9951319132017196,0.999991759021696,147.01155,1.2800299205487349,0.9986685426128289,1.0000005915373977,147.00000000000102,1.2098519737554798
148.0,0.9986445036450885,0.9999993626172372,148.02385,1.2927417288460985,0.9988454203785453,0.9999995607652887,147.99999999999937,1.2222183739414085
149.0,0.9999134408942939,0.9999999974031488,149.01805,1.3028600068695027,0.999018529190187,1.0000015205643216,149.00000000000017,1.2346266233967274
150.0,0.9985580258260938,0.9999992786523593,150.01468,1.319638017639686,0.9991470636649664,0.9999997889476322,149.99999999999866,1.2470765814495746
151.0,0.997952826191592,0.999998545474371,151.01863,1.3292941446873223,0.9992691505379467,0.9999998692131963,150.9999999999989,1.259568108837297
152.0,0.9956496267386944,0.9999934210120741,152.02031,1.3400139939194666,0.9993967309070326,1.000003267541992,152.00000000000017,1.272101067682912
153.0,0.992775788532395,0.9999818216775951,153.01883,1.3545978853888707,0.9994667249270782,0.9999999025718009,153.00000000000105,1.2846753214723297
154.0,0.9957934690312941,0.9999938494937615,154.01278,1.3646892216178743,0.9995459004506098,1.0000000485914888,154.00000000000105,1.2972907350320648
155.0,0.9976935326168309,0.9999981533495598,155.02,1.3697737039379898,0.9996141360323028,1.0000001026605054,154.99999999999872,1.3099471745074138
156.0,0.9972038829780807,0.9999972851347692,156.01071,1.3908397808158925,0.9996728148696808,1.00000015986852,156.00000000000082,1.3226445073412687
157.0,0.994097043141764,0.9999878741142085,157.02339,1.4012504800712826,0.9997231649910618,0.9999999777481956,156.9999999999995,1.3353826022529955
158.0,0.9979240134929325,0.9999985042132646,158.02026,1.4094075111194775,0.9997662739086665,1.0000002964665,158.0000000000015,1.3481613292184476
159.0,0.9923452061279465,0.9999795840376333,159.0139,1.42575832103481,0.9998031022820717,1.0000003822527332,159.00000000000003,1.3609805594496935
160.0,0.9942694699426008,0.9999885735365703,160.02657,1.4361351033590122,0.9998344966073738,1.0000000010915,160.00000000000153,1.3738401653758905
161.0,0.9956208600010907,0.999993333584487,161.0197,1.4459225117550387,0.9998612009556589,1.0000000073962256,161.00000000000156,1.386740020623929
162.0,0.994901877916774,0.9999909603425325,162.02173,1.4605881716281288,0.9998838677911838,1.000000013908766,161.99999999999918,1.3996799999999894
163.0,0.9986156771294598,0.9999993352060231,163.02234,1.4714281920637517,0.9999030679051824,1.0000000211190367,163.0000000000011,1.4126599794713661
164.0,0.9985580258260938,0.9999992786523595,164.01906,1.479627222106974,0.9999192995055639,1.0000000295110905,163.99999999999827,1.425679836148332
165.0,0.9959085531922427,0.999994181891618,165.0268,1.4973115106750499,0.9999329965059457,1.0000013810352606,165.00000000000114,1.4387394482671427
166.0,0.9931777814211601,0.9999837929917605,166.02405,1.5165920999068931,0.9999445360597599,1.0000000519026708,165.99999999999935,1.4518386951724267
167.0,0.9915704814978278,0.9999752290729151,167.01671,1.5296897645928076,0.9999542453865002,1.0000000670647307,166.99999999999852,1.464977457300945
168.0,0.9907961726701606,0.999970453403856,168.01736,1.5385898187626228,0.9999624079377714,1.000000085775923,167.9999999999993,1.4781556161649463
169.0,0.9947293755202886,0.9999903370955818,169.02765,1.5501824013644327,0.999969268950725,1.0000001088431019,169.0000000000012,1.4913730543361867
170.0,0.9994518800206641,0.9999998958374157,170.01391,1.5616646605145421,0.9999741680023672,1.0000000033359238,170.00000000000117,1.5046296554302148
171.0,0.9976359181506234,0.9999980598628394,171.01666,1.5752531366101132,0.9999799056443647,1.0000040964115002,170.99999999999974,1.5179253040910774
172.0,0.9927183701195526,0.9999815308278122,172.02073,1.5889745961153692,0.9999840230609891,1.0000002142845592,172.00000000000108,1.5312598859762652
173.0,0.9927757885323953,0.9999818216775953,173.01781,1.6035064090610924,0.9999875299617768,1.000000265710908,172.99999999999892,1.5446332877417719
174.0,0.9908535146300987,0.999970821584626,174.01846,1.6131333572894713,0.9999905455798724,1.0000003278734624,174.00000000000176,1.558045397027979
175.0,0.9994807232494878,0.9999999065133593,175.01418,1.6290177800134658,0.9999931739154987,1.000000402680783,174.99999999999957,1.5714961024450496
176.0,0.986930849980479,0.9999402643873649,176.02121,1.644609417430169,0.9999955062261913,1.000000492312679,176.0000000000002,1.5849852935595357
177.0,0.9964265455528628,0.9999955634196624,177.02112,1.6538179904693262,0.9999976232301778,1.000000599248918,177.000000000002,1.598512860880414
178.0,0.9953044637390486,0.9999923337935128,178.01705,1.6621189179778926,0.9999995970533725,1.000000726299345,178.000000000002,1.6120786958458595
179.0,0.9989328004848811,0.9999996049900619,179.01925,1.6781059077126212,1.000001492947941,1.000000876635372,179.0000000000018,1.6256826908102573
180.0,0.992144311643169,0.9999784953694109,180.01945,1.6920318252030608,0.9999968137334951,1.0000000477946358,180.00000000000125,1.6393247390313048
181.0,0.997117491466879,0.9999971146079947,181.01336,1.7045297035839537,1.0000029380490916,1.0000012618555438,181.0000000000016,1.6530047346574879
182.0,0.9983562644047604,0.9999990625365593,182.02661,1.7234273723891005,0.9999979729323536,1.000000075247624,182.0000000000016,1.6667225727157091
183.0,0.9964841117416815,0.9999957053811408,183.02312,1.7398636341966576,1.000002217350915,1.0000017887862138,183.000000000002,1.6804781490992649
184.0,0.992660953991838,0.999981237669658,184.03113,1.754782300771238,0.9999987345728668,1.000000116229189,183.99999999999787,1.694271360555888
185.0,0.9938959045835,0.9999870318639603,185.02214,1.7611331069513172,0.9999990113425662,1.000000143469479,185.00000000000102,1.7081021046764295
186.0,0.9968871393921612,0.9999966344783916,186.02386,1.778311193351715,1.0000019123573443,1.0000029389591558,185.9999999999992,1.7219702798828909
187.0,0.996685611493323,0.9999961840682525,187.02467,1.7862254592016094,0.999999421867715,1.0000002157631407,187.00000000000128,1.735875785417857
188.0,0.997405483291548,0.9999976628327718,188.0165,1.8003965535403585,0.9999995754002314,1.000000262936078,188.0000000000005,1.749818521333005
189.0,0.9976071117803154,0.9999980122538596,189.03309,1.817056700243556,0.9999997050357337,1.0000003191263986,188.99999999999972,1.7637983884786794
190.0,0.9961675261247358,0.9999948960274654,190.03051,1.8340390235488446,0.9999998172279159,1.00000038579863,189.9999999999983,1.7778152884931309
191.0,0.9968583479687314,0.9999965718653285,191.02273,1.8365275241879715,0.9999999175443463,1.0000004646097955,191.0000000000004,1.7918691237922542
192.0,0.9969447239628236,0.9999967579732756,192.02764,1.8595956631483097,1.0000000108784879,1.000000557427922,191.99999999999858,1.8059597975591615
193.0,0.9924887193176447,0.9999803443449592,193.02203,1.8752718947128701,1.0000001016325668,1.000000666351484,192.99999999999957,1.8200872137345445
194.0,0.9994807232494881,0.9999999065133596,194.02178,1.8882652439739498,1.000000193876331,1.0000007937297286,194.00000000000153,1.8342512770065282
195.0,0.9975495007651776,0.9999979153046619,195.01845,1.8902829411228363,1.000000291486026,1.0000009421838452,194.999999999999,1.848451892801094
196.0,0.9980392677403188,0.9999986657952149,196.01598,1.9081469124781771,1.00000009135143,1.0000000751204066,196.00000000000134,1.8626889672728701
197.0,0.9967143994696758,0.9999962501438009,197.02522,1.92902668504093,0.9999999495209645,1.000000004907528,197.00000000000205,1.876962407295391
