sel,mean(delay) [ns]
0,1.8300262176734776
1,1.8301632469672007
2,1.8301632469672007
3,1.8301632469672007
4,1.8301632469672007
5,1.8301632469672007
6,1.8301632469672007
7,1.8301632469672007
8,1.83043738765728
9,1.83043738765728
10,1.8301632469672007
11,1.8301632469672007
12,1.8301632469672007
13,1.8298891883797543
14,1.8298891883797543
15,1.8298891883797543
16,1.8298891883797543
17,1.8301632469672007
18,1.8301632469672007
19,1.83043738765728
20,1.8301632469672007
21,1.8298891883797543
22,1.8301632469672007
23,1.8298891883797543
24,1.8298891883797543
25,1.8301632469672007
26,1.8301632469672007
27,1.8301632469672007
28,1.83043738765728
29,1.83043738765728
30,1.83043738765728
31,1.8301632469672007
32,1.83043738765728
33,1.8301632469672007
34,1.8301632469672007
35,1.83043738765728
36,1.8301632469672007
37,1.83043738765728
38,1.83043738765728
39,1.8301632469672007
40,1.83043738765728
41,1.83043738765728
42,1.83043738765728
43,1.8301632469672007
44,1.8301632469672007
45,1.8301632469672007
46,1.83043738765728
47,1.83043738765728
48,1.83043738765728
49,1.83043738765728
50,1.83043738765728
51,1.8298891883797543
52,1.8301632469672007
53,1.8301632469672007
54,1.8301632469672007
55,1.83043738765728
56,1.83043738765728
57,1.8301632469672007
58,1.8301632469672007
59,1.83043738765728
60,1.8301632469672007
61,1.8301632469672007
62,1.8301632469672007
63,1.8301632469672007
64,1.83043738765728
65,1.83043738765728
66,1.83043738765728
67,1.83043738765728
68,1.83043738765728
69,1.83043738765728
70,1.83043738765728
71,1.83043738765728
72,1.83043738765728
73,1.83043738765728
74,1.83043738765728
75,1.8305744990720858
76,1.8301632469672007
77,1.8298891883797543
78,1.8298891883797543
79,1.8301632469672007
80,1.8298891883797543
81,1.8301632469672007
82,1.8301632469672007
83,1.8301632469672007
84,1.83043738765728
85,1.8301632469672007
86,1.83043738765728
87,1.83043738765728
88,1.8301632469672007
89,1.83043738765728
90,1.8307116104868915
91,1.83043738765728
92,1.8301632469672007
93,1.8301632469672007
94,1.8301632469672007
95,1.8301632469672007
96,1.83043738765728
97,1.83043738765728
98,1.83043738765728
99,1.83043738765728
100,1.8301632469672007
101,1.83043738765728
102,1.83043738765728
103,1.8301632469672007
104,1.8301632469672007
105,1.8301632469672007
106,1.8298891883797543
107,1.8301632469672007
108,1.8301632469672007
109,1.8301632469672007
110,1.8301632469672007
111,1.8301632469672007
112,1.8298891883797543
113,1.8298891883797543
114,1.8301632469672007
115,1.8298891883797543
116,1.8298891883797543
117,1.8298891883797543
118,1.8298891883797543
119,1.8298891883797543
120,1.8296152118580624
121,1.8298891883797543
122,1.8298891883797543
123,1.8298891883797543
124,1.8298891883797543
125,1.8298891883797543
126,1.8298891883797543
127,1.8298891883797543
128,1.8301632469672007
129,1.8298891883797543
130,1.8301632469672007
131,1.8301632469672007
132,1.8301632469672007
133,1.8301632469672007
134,1.8301632469672007
135,1.8303003173122403
136,1.8301632469672007
137,1.83043738765728
138,1.8301632469672007
139,1.8301632469672007
140,1.8301632469672007
141,1.8301632469672007
142,1.8301632469672007
143,1.8301632469672007
144,1.8301632469672007
145,1.8301632469672007
146,1.8298891883797543
147,1.8298891883797543
148,1.8296152118580624
149,1.8301632469672007
150,1.8298891883797543
151,1.8298891883797543
152,1.8298891883797543
153,1.8300262176734776
154,1.8301632469672007
155,1.8301632469672007
156,1.8298891883797543
157,1.8298891883797543
158,1.8298891883797543
159,1.8301632469672007
160,1.8301632469672007
161,1.83043738765728
162,1.8301632469672007
163,1.8301632469672007
164,1.8301632469672007
165,1.8301632469672007
