sel,mean(delay) [ns]
0,3.26127568721644
1,3.2831810854379366
2,3.70752427184466
3,3.28494623655914
4,3.183120604324043
5,3.2124079915878023
6,3.625037080984871
7,3.2183302607321567
8,2.633620689655172
9,2.8929924242424243
10,3.1847797758665624
11,3.174025974025974
12,3.668567997598319
13,3.4725774367718105
14,3.5155350978135793
15,3.400111296605454
16,3.1213282247765006
17,3.1502964681618972
18,3.571011104617183
19,3.156807026608112
20,3.2543275632490016
21,3.2831810854379366
22,3.697428139183056
23,3.28759752488566
24,2.713143872113677
25,2.9710673474349623
26,3.264760886989046
27,3.2543275632490016
28,3.725609756097561
29,3.533834586466165
30,3.58147713950762
31,3.461756373937677
32,3.709775349119611
33,3.719939117199391
34,4.15363698164514
35,3.7324373854612096
36,3.2006286013619696
37,3.231949219783126
38,3.644497464956755
39,3.2328042328042326
40,3.4020044543429844
41,3.6996669694217377
42,3.9559728067335707
43,3.94448030987734
44,3.7142857142857144
45,3.5185718399078607
46,3.5606060606060606
47,3.4510025416548995
48,3.2336596983328922
49,3.244822092405735
50,3.6762936221419977
51,3.2508645916467143
52,2.7059344552701505
53,2.7374551971326166
54,3.151108818978855
55,2.7399103139013454
56,2.895734597156398
57,3.1914337947244715
58,3.438379290939786
59,3.424887892376682
60,3.217482885729331
61,3.021760633036598
62,3.059589384076114
63,2.9545454545454546
