sel,mean(delay) [ns]
0,3.4984254222731175
1,3.314347708163819
2,3.8904807386182743
3,3.2073490813648293
4,3.667466986794718
5,3.483466362599772
6,4.058452341414812
7,3.3756906077348066
8,4.0544127405441275
9,3.8707633829585046
10,4.445252819206985
11,3.763473975977826
12,4.2445293504689126
13,4.061149883682286
14,4.635811836115326
15,3.9534131349077968
16,3.641239570917759
17,3.4568599717114568
18,4.033003300330033
19,3.348862702110167
20,3.809226932668329
21,3.625037080984871
22,4.2007562736335515
23,3.5175590097869893
24,4.196428571428571
25,4.011818778726198
26,4.587087087087087
27,3.9054010866091406
28,4.3862167982771
29,4.202200825309491
30,4.777169663799843
31,4.095174262734584
32,4.186365193559438
33,4.00262037340321
34,4.5784938179093295
35,3.8954415046222506
36,4.35650623885918
37,4.170648464163823
38,4.745631067961165
39,4.0625
40,4.741948001552193
41,4.558000745990302
42,5.134453781512605
43,4.451730418943534
44,4.933387161889382
45,4.747474747474747
46,5.324618736383442
47,4.641093809342955
48,3.796210003106555
49,3.6121785397576116
50,4.1877998629198085
51,3.504445081732148
52,3.9649578195976636
53,3.780940594059406
54,4.35650623885918
55,3.6729786594529608
56,4.351851851851852
57,4.167803547066848
58,4.7437888198757765
59,4.059800664451827
60,4.541062801932368
61,4.358059914407988
62,4.933387161889382
63,4.2504347826086954
64,3.8597599494630446
65,3.675187969924812
66,4.2504347826086954
67,3.5678832116788324
68,4.027686222808174
69,3.843976093111041
70,4.419529837251356
71,3.735860593090798
72,4.414739884393064
73,4.231301939058172
74,4.805348014156508
75,4.12280701754386
76,4.604370761115298
77,4.419529837251356
78,4.995911692559281
79,4.31344864101659
80,4.001309757694827
81,3.816364772017489
82,4.392523364485982
83,3.709775349119611
84,4.169225520300238
85,3.9843495272253016
86,4.559701492537314
87,3.878133925737861
88,4.556301267710664
89,4.372093023255815
90,4.947368421052632
91,4.265270506108203
92,4.747474747474747
93,4.5631067961165055
94,5.138772077375946
95,4.454976303317536
96,4.547822850762932
97,4.362727597286684
98,4.939369442198868
99,4.256356670149773
100,4.716325742956387
101,4.530960326288469
102,5.106560802340159
103,4.4243301955105
104,5.104427736006683
105,4.919484702093398
106,5.494604316546763
107,4.811023622047244
108,5.294627383015598
109,5.108695652173914
110,5.683720930232559
111,5.002046663937781
112,4.156462585034014
113,3.9714007149821255
114,4.547822850762932
115,3.864642631246047
116,4.3241330502477
117,4.140969162995595
118,4.716325742956387
119,4.033003300330033
120,4.712688006170459
121,4.527602815857725
122,5.104427736006683
123,4.421128798842258
124,4.901724829522664
125,4.718146718146718
126,5.294627383015598
127,4.611320754716981
128,3.89171974522293
129,3.70752427184466
130,4.283210655450403
131,3.6004714201532115
132,4.059800664451827
133,3.875673961306692
134,4.451730418943534
135,3.769278223318939
136,4.448489261012013
137,4.263782274947662
138,4.8396039603960395
139,4.156462585034014
140,4.637571157495256
141,4.4533527696793005
142,5.02880658436214
143,4.3456614509246085
144,4.033003300330033
145,3.8488188976377953
146,4.4243301955105
147,3.7415799142682182
148,4.2007562736335515
149,4.017094017094017
150,4.5922585494175125
151,3.909149072296865
152,4.588809613218175
153,4.405191059841384
154,4.981655116184264
155,4.29676511954993
156,4.777169663799843
157,4.593984962406015
158,5.169204737732657
159,4.487697392581712
160,4.5784938179093295
161,4.394102840704782
162,4.9694997966653105
163,4.287719298245614
164,4.747474747474747
165,4.5631067961165055
166,5.138772077375946
167,4.454976303317536
168,5.134453781512605
169,4.951377633711507
170,5.526910900045229
171,4.8434403487911215
172,5.324618736383442
173,5.140933950357594
174,5.715622076707203
175,5.032948929159803
176,4.189235515941036
177,4.003931847968546
178,4.580209895052474
179,3.8966836734693877
180,4.35650623885918
181,4.172072379651758
182,4.747474747474747
183,4.065202927478376
184,4.7437888198757765
185,4.559701492537314
186,5.136612021857924
187,4.4533527696793005
188,4.933387161889382
189,4.749319860085503
190,5.3269398430688755
191,4.642857142857143
192,3.8904807386182743
193,3.7063997573551717
194,4.281709880868956
195,3.598351001177856
196,4.058452341414812
197,3.874445149017121
198,4.450109249817917
199,3.7669543773119605
200,4.446870451237263
201,4.2622950819672125
202,4.837688044338876
203,4.155049302958178
204,4.635811836115326
205,4.451730418943534
206,5.026737967914439
207,4.344116601493067
208,4.031672715275486
209,3.847607052896725
210,4.4227289178429245
211,3.7404346495255587
212,4.1993127147766325
213,4.0157739073282945
214,4.59053343350864
215,3.9078989446754075
216,4.587087087087087
217,4.403603603603604
218,4.979625101874491
219,4.295254833040421
220,4.777169663799843
221,4.593984962406015
222,5.169204737732657
223,4.486049926578561
224,4.5767790262172285
225,4.392523364485982
226,4.9694997966653105
227,4.286215363030515
228,4.745631067961165
229,4.56140350877193
230,5.136612021857924
231,4.454976303317536
232,5.134453781512605
233,4.949372215471851
234,5.524412296564195
235,4.8415213946117275
236,5.322299651567945
237,5.138772077375946
238,5.715622076707203
239,5.030876904075752
240,4.186365193559438
241,4.00262037340321
242,4.5784938179093295
243,3.8954415046222506
244,4.354953670705631
245,4.170648464163823
246,4.747474747474747
247,4.063851014299967
248,4.741948001552193
249,4.558000745990302
250,5.134453781512605
251,4.450109249817917
252,4.93139628732849
253,4.747474747474747
254,5.324618736383442
255,4.641093809342955
